,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date
2984,Tramandai,BR,-29.98,-50.13,1.977002620697021,67.83,98,4.97,92,1538016619
2985,Natchitoches,US,31.76,-93.09,43.89787673950195,73.04,98,5.97,40,1538014500
2986,Soloneshnoye,RU,51.65,84.32,403.135986328125,52.08,69,2.95,0,1538016619
2987,Asnaes,DK,55.81,11.5,5.216521739959717,57.2,87,16.11,12,1538014800
2988,Brainerd,US,46.36,-94.2,370.0994262695312,53.96,81,12.68,90,1538014500
2989,Alyth,GB,56.62,-3.23,98.87577819824219,60.8,77,21.92,0,1538013000
2990,Lebanon,US,43.64,-72.25,182.5573425292969,71.06,73,3.36,90,1538014500
2991,Malmyzh,RU,56.52,50.68,77.56800079345703,40.74,78,11.12,36,1538016621
2992,Ferkessedougou,CI,9.6,-5.2,317.9155578613281,69.09,98,3.4,56,1538016621
2993,Fomeque,CO,4.49,-73.9,1781.6044921875,53.6,87,4.7,75,1538013600
2994,Neuquen,AR,-38.95,-68.06,286.3646545410156,46.4,93,9.17,90,1538013600
2995,Octeville,FR,49.63,-1.64,77.88365936279297,57.2,93,4.7,0,1538015400
2996,Poyarkovo,RU,49.62,128.65,110.8133316040039,64.41,58,4.18,0,1538016622
2997,Manzanillo,MX,19.05,-104.32,42.51449966430664,84.2,79,9.17,75,1538012460
2998,Altamont,US,37.19,-95.3,275.11669921875,52.7,91,3.18,1,1538014500
2999,Nedjo,ET,9.5,35.5,1884.981201171875,54.24,89,2.51,32,1538016623
3000,Narnaul,IN,28.04,76.11,308.0464172363281,82.05,71,4.63,0,1538016623
3001,Kuntaur,GM,13.67,-14.89,4.134222030639648,77.19,93,7.54,12,1538016624
3002,Saint-Doulchard,FR,47.1,2.37,137.6323852539062,50,71,6.93,0,1538015400
3003,Koboko,UG,3.41,30.96,1245.94580078125,63.33,92,2.17,20,1538016624
3004,Toribio,CO,2.95,-76.27,1758.601684570312,75.2,69,11.41,75,1538013600
3005,Gibara,CU,21.11,-76.13,13.79645824432373,78.8,88,4.7,20,1538013000
3006,Ponte De Sor,PT,39.25,-8.01,107.6495666503906,68.73,82,8.66,64,1538016625
3007,Vasto,IT,42.12,14.71,118.786018371582,48.2,76,5.82,0,1538013000
3008,Kasaragod,IN,12.5,75,6.148148059844971,75.2,88,3.36,75,1538015400
3009,Horki,BY,54.29,30.98,202.5431060791016,45.06,94,27.89,92,1538016626
3010,Kulachi,PK,31.93,70.46,218.4328918457031,74.13,62,3.74,76,1538016626
3011,Martinopolis,BR,-22.15,-51.17,491.2911376953125,77,65,4.7,40,1538013600
3012,Shirochanka,RU,46.66,38.33,5.007999897003174,51.54,100,7.31,0,1538016627
3013,Ryazan,RU,54.63,39.74,115.1273422241211,39.48,96,25.32,92,1538016627
3014,Tuy Hoa,VN,13.08,109.3,22.7437629699707,84.75,91,3.29,0,1538016627
3015,Elk Point,CA,53.9,-110.9,603.2577514648438,46.4,65,8.05,75,1538015880
3016,Erice,IT,38.04,12.59,676.1904907226562,68,48,20.8,0,1538014800
3017,Aguimes,ES,27.91,-15.45,297.5529479980469,71.6,83,21.92,20,1538015400
3018,Remontnoye,RU,46.56,43.66,102.9888153076172,42.8,93,8.95,0,1538013600
3019,Drammen,NO,59.74,10.2,4.472936153411865,51.8,53,11.41,24,1538014800
3020,Mlalo,TZ,-4.58,38.35,1352.75,63.6,99,1.39,92,1538016628
3021,La Tuque,CA,47.44,-72.79,132,49.83,83,7.76,12,1538016629
3022,Varhaug,NO,58.61,5.65,34.61151885986328,53.6,71,9.17,75,1538014800
3023,Lievin,FR,50.42,2.78,42.26915740966797,46.4,93,2.24,0,1538015400
3024,Podgorica,ME,42.44,19.26,41.9849739074707,57.2,32,9.17,0,1538015400
3025,Mongoumba,CF,3.64,18.59,358.7041015625,72.96,97,3.18,8,1538016630
3026,Serebryanyy Bor,RU,56.8,124.8,716.022216796875,54.33,63,7.65,24,1538016630
3027,Chumphon,TH,10.5,99.18,10.6560001373291,86,74,8.05,20,1538013600
3028,Sanmenxia,CN,34.77,111.19,359.4593811035156,60.99,88,3.4,88,1538016630
3029,Batalha,BR,-9.67,-37.13,130.3632965087891,69.81,87,6.98,20,1538016631
3030,Beinamar,TD,8.67,15.38,452.6030578613281,70.35,92,3.74,8,1538016631
3031,Hoyanger,NO,61.22,6.07,89.35555267333984,48.2,81,8.05,92,1538014800
3032,Xicotencatl,MX,23.02,-98.88,104.4746551513672,72.87,100,1.61,56,1538016632
3033,San Isidro,PH,11.41,124.35,3.81648588180542,85.29,90,17.38,8,1538016632
3034,Nakambala,ZM,-15.83,27.78,1023.048034667969,68.55,44,10.78,0,1538016633
3035,Ohafia,NG,5.62,7.83,184.0743865966797,70.98,98,3.18,92,1538016633
3036,Hays,US,38.88,-99.33,611.8875732421875,59,49,10.29,1,1538013360
3037,Mujiayingzi,CN,42.12,118.78,696.4773559570312,63.06,51,10.78,44,1538016633
3038,Umuarama,BR,-23.76,-53.31,440.6663818359375,75.48,65,9.89,88,1538016634
3039,Tongling,CN,30.93,117.81,25.32533264160156,74.76,77,7.76,0,1538016634
3040,Ust-Omchug,RU,61.13,149.63,580,43.17,65,3.51,44,1538016634
3041,Dutse,NG,11.76,9.34,447.3697509765625,70.89,85,5.08,8,1538016634
3042,Xingcheng,CN,40.62,120.71,13.75224685668945,71.25,59,6.87,0,1538016595
3043,Yayva,RU,59.33,57.26,139.0349578857422,45.15,81,9.78,48,1538016635
3044,Domoni,KM,-12.26,44.53,43.84177780151367,78.18,100,19.51,0,1538016635
3045,Timra,SE,62.49,17.33,20.67555618286133,44.6,65,13.87,0,1538014800
3046,Paranapanema,BR,-23.39,-48.72,587.996337890625,66.12,94,6.2,76,1538016636
3047,Yablochnyy,RU,47.17,142.07,4.732444286346436,59,54,2.24,40,1538013600
3048,Knysna,ZA,-34.04,23.05,5.010283470153809,57.2,71,4.7,36,1538013600
3049,Damietta,EG,31.42,31.81,6.060709953308105,77,78,5.82,0,1538013600
3050,Tokmak,UA,47.26,35.7,53.41544342041016,30.57,77,2.73,8,1538016637
3051,Kasungu,MW,-13.04,33.48,1052.823120117188,61.53,89,8.77,0,1538016637
3052,Sao Luis,BR,4.43,-61.14,562.46533203125,71.88,88,2.39,32,1538016637
3053,Pekan,MY,3.49,103.39,8.798222541809082,86,79,4.7,75,1538013600
3054,Boksitogorsk,RU,59.47,33.85,97.73600006103516,45.42,87,11.12,76,1538016638
3055,Manacor,ES,39.57,3.21,94.7157211303711,62.6,82,1.12,20,1538015400
3056,Motygino,RU,58.18,94.69,104.2035522460938,42.18,81,3.4,36,1538016638
3057,Yongan,CN,39.7,113.69,1094,52.62,96,3.74,92,1538016639
3058,Szczytno,PL,53.57,20.99,143.7683715820312,55.5,91,22.53,92,1538016639
3059,Jales,BR,-20.27,-50.55,486.2337646484375,71.43,82,6.42,68,1538016639
3060,Berdigestyakh,RU,62.1,126.7,211.7155609130859,53.43,58,3.74,24,1538016639
3061,Jizan,SA,16.89,42.56,8.766831398010254,87.8,79,5.82,20,1538013600
3062,Baker City,US,44.77,-117.83,1053.718017578125,62.96,40,3.36,1,1538014980
3063,Mangai,CD,-4.07,19.59,418.0940551757812,73.32,86,2.06,36,1538016640
3064,Jaguey Grande,CU,22.53,-81.13,14.30933380126953,77,94,3.36,20,1538013000
3065,Shu,KZ,43.6,73.76,468.8880004882812,57.03,43,6.31,88,1538016641
3066,Teguise,ES,29.06,-13.56,304.5315246582031,73.4,78,14.99,0,1538015400
3067,Maymyo,MM,22.03,96.47,1069.30224609375,89.6,66,5.82,75,1538015400
3068,Dodge City,US,37.75,-100.02,756.7189331054688,53.06,52,5.82,1,1538013240
3069,Mushie,CD,-3.02,16.92,315.8062133789062,76.38,85,4.18,8,1538016642
3070,Mayor Pablo Lagerenza,PY,-19.93,-60.77,200.9092864990234,81.96,54,8.66,36,1538016642
3071,Eberswalde,DE,52.84,13.8,24.72258567810059,59,54,11.41,75,1538014800
3072,Savannah Bight,HN,16.45,-85.85,0,82.23,100,15.7,64,1538016379
3073,Sao Borja,BR,-28.66,-56,99.68535614013672,69.63,98,4.74,76,1538016643
3074,Shawnee,US,35.33,-96.93,326.7537231445312,59,81,5.3,1,1538014500
3075,Koygorodok,RU,60.44,51.01,159.9095611572266,36.33,88,9.66,0,1538016643
3076,Poindimie,NC,-20.93,165.33,-0.0005728713585995138,69.27,100,22.64,100,1538016643
3077,Crewe,GB,53.1,-2.44,55.78392791748047,59,87,3.36,90,1538014800
3078,Huautla,MX,21.03,-98.29,496.1539611816406,69.81,100,2.39,88,1538016644
3079,Lebowakgomo,ZA,-24.3,29.54,986.71923828125,64.4,48,1.12,0,1538013600
3080,Nazarovo,RU,56.01,90.42,250.0506591796875,55.32,99,10.33,92,1538016644
3081,Scarborough,TT,11.18,-60.73,75.48977661132812,80.6,83,3.36,20,1538013600
3082,Pirai Do Sul,BR,-24.53,-49.95,997.1121215820312,61.89,93,2.17,80,1538016645
3083,Kabanjahe,ID,3.1,98.49,1196.024291992188,80.6,83,5.82,40,1538013600
3084,Caramay,PH,10.18,119.24,2.935111045837402,83.31,100,11.68,36,1538016646
3085,Fuyang,CN,32.89,115.81,33.24740600585938,74.31,68,7.43,0,1538016646
3086,Yeniseysk,RU,58.45,92.17,78.01777648925781,44.43,84,3.4,48,1538016646
3087,Lenoir City,US,35.8,-84.26,267.7680053710938,71.96,100,4.85,90,1538014500
3088,Suleja,NG,9.18,7.18,416.2044982910156,70.53,97,1.95,76,1538016646
3089,Bonoua,CI,5.27,-3.6,33.87153625488281,78.8,88,9.17,75,1538015400
3090,Nanning,CN,22.83,108.3,80.3066635131836,82.4,78,6.71,90,1538013600
3091,High Rock,BS,26.63,-78.28,7.235555648803711,84.39,99,16.15,80,1538016647
3092,Mosalsk,RU,54.49,34.98,213.6873931884766,42.18,95,20.29,92,1538016647
3093,Cabadiangan,PH,10.45,123.98,16.20388412475586,86,70,18.34,75,1538013600
3094,Hakui,JP,36.89,136.78,13.8492259979248,69.8,77,1.12,75,1538013600
3095,Gurlan,UZ,41.84,60.39,93.8328857421875,51.8,71,4.7,0,1538013600
3096,Saint Leonard,CA,47.17,-67.92,175.370361328125,69.08,80,11.41,90,1538014680
3097,Bhind,IN,26.57,78.79,155.7262115478516,85.38,56,4.63,0,1538016649
3098,Kautokeino,NO,69.01,23.04,308.6204528808594,33.81,90,13.02,80,1538016649
3099,Kalga,RU,50.92,118.9,635.6461181640625,55.68,47,8.77,0,1538016649
3100,Toucheng,TW,24.86,121.82,11.53463745117188,86,62,4.7,75,1538013600
3101,Kapit,MY,2.02,112.94,40.38420867919922,75.84,93,2.28,88,1538016382
3102,Kurkino,RU,53.42,38.66,233.2942199707031,39.93,94,23.64,92,1538016650
3103,Sault Sainte Marie,CA,46.49,-84.36,219.1577606201172,48.02,93,2.84,40,1538015100
3104,Bolshaya Dzhalga,RU,45.97,42.7,64.80951690673828,47.22,100,5.19,0,1538016650
3105,Bojnurd,IR,37.47,57.33,1070.864013671875,62.6,51,2.17,0,1538013600
3106,Pakhtakoron,TJ,40.16,68.75,384.7608947753906,59.91,67,3.29,88,1538016651
3107,Estelle,US,32.87,-97.01,176.5110015869141,66.02,56,11.41,90,1538015340
3108,Nijar,ES,36.97,-2.21,387.2062072753906,73.4,83,12.75,92,1538015400
3109,Velka Bites,CZ,49.29,16.23,479.0725402832031,41,80,3.36,0,1538015400
3110,Windhoek,NA,-22.57,17.08,1669.944946289062,62.6,17,6.93,0,1538013600
3111,Garhshankar,IN,31.22,76.14,257.9630126953125,77.46,82,4.18,0,1538016652
3112,Morro Bay,US,35.37,-120.85,24.88906669616699,75.92,89,6.93,90,1538015940
3113,Pemba,MZ,-12.97,40.52,50.64585494995117,78.36,100,9.44,92,1538016652
3114,Lubao,CD,-5.39,25.75,692.7267456054688,74.49,69,2.39,92,1538016653
3115,Kamwenge,UG,0.19,30.45,1250.671142578125,57.3,90,1.5,8,1538016653
3116,Penzance,GB,50.12,-5.53,0,50,100,9.17,40,1538013000
3117,Malaya Vishera,RU,58.85,32.22,66.47555541992188,45.87,85,13.24,48,1538016654
3118,Posse,BR,-14.08,-46.36,846.4862060546875,76.56,34,10.45,36,1538016654
3119,Bone,ID,-2.49,120.3,190.8853302001953,74.85,60,2.06,8,1538016654
3120,Flagstaff,US,35.2,-111.65,2105.319580078125,78.8,15,8.05,1,1538015700
3121,Ikwiriri,TZ,-7.96,38.99,24.28711128234863,71.88,99,3.18,100,1538016654
3122,Lyubashivka,UA,47.84,30.26,174.4186706542969,34.8,82,8.32,8,1538016655
3123,Gavle,SE,60.67,17.14,11.84266662597656,50.28,65,14.25,0,1538016655
3124,San Miguel,PA,8.54,-82.75,247.4361724853516,73.4,100,2.24,40,1538013600
3125,Marovoay,MG,-16.11,46.64,19.79472351074219,71.6,68,4.7,20,1538013600
3126,Pedregulho,BR,-20.25,-47.48,1053.161743164062,70.8,57,3.06,68,1538016656
3127,Chojnow,PL,51.27,15.94,145.8925628662109,57.2,44,10.29,75,1538015400
3128,Conceicao Do Araguaia,BR,-8.26,-49.26,160.5284271240234,74.76,93,2.95,0,1538016656
3129,Espanola,US,47.6,-117.74,728.3234252929688,66.92,5,4.7,1,1538013480
3130,Snasa,NO,64.25,12.38,46.15438842773438,37.77,100,7.76,92,1538016487
3131,Kalawit,PH,7.91,122.53,114.8098068237305,84.93,74,7.87,44,1538016657
3132,Bokhan,RU,53.15,103.77,449.5111083984375,40.56,98,6.87,76,1538016657
3133,Longkou,CN,37.64,120.47,31.65742111206055,71.34,92,4.63,0,1538016657
3134,Weiser,US,44.25,-116.97,648.6351928710938,66.02,29,2.62,1,1538013180
3135,Jambi,ID,-1.6,103.62,22.21244430541992,85.11,85,3.96,0,1538016658
3136,Lumphat,KH,13.5,106.97,95,77.1,93,2.95,92,1538016658
3137,Grafton,AU,-29.69,152.93,9,70.08,68,4.85,48,1538016658
3138,Cruz Alta,BR,-28.65,-53.61,440.9271850585938,65.94,98,3.18,64,1538016659
3139,Alcobendas,ES,40.54,-3.64,666.15380859375,62.6,82,1.12,40,1538015400
3140,Longyan,CN,25.1,117.03,329.4897766113281,77.19,57,2.62,0,1538016659
3141,Kulu,TR,39.09,33.08,994.819580078125,47.67,84,15.7,24,1538016659
3142,Orsha,RU,57.04,29.33,70.43524932861328,46.05,78,18.72,0,1538016660
3143,Banepa,NP,27.63,85.52,1456.63623046875,71.6,83,4.7,75,1538014800
3144,Cahabon,GT,15.57,-89.82,361.3740234375,68.82,100,1.61,92,1538016660
3145,Radhanpur,IN,23.83,71.61,28.90577697753906,77.01,79,4.63,0,1538016661
3146,Puerto Narino,CO,-3.77,-70.38,90.1044692993164,78.8,88,2.24,75,1538013600
3147,Karasburg,NA,-28.01,18.75,1018.346069335938,41.1,59,2.73,0,1538016661
3148,Piranshahr,IR,36.7,45.14,1448.110229492188,48.3,52,1.95,0,1538016661
3149,Westerland,DE,54.91,8.3,7.018666744232178,57.2,100,10.29,64,1538014800
3150,Athol,US,42.6,-72.23,163.0244903564453,69.98,89,6.53,90,1538014980
3151,Santa Maria Del Monte,MX,19.29,-99.82,2894.26025390625,55.4,87,3.36,75,1538012880
3152,Lexington,US,38.05,-84.5,289.8997802734375,62.96,77,6.93,1,1538013240
3153,Zaranj,AF,30.95,61.86,487.8271789550781,73.4,25,20.8,0,1538013600
3154,Novonukutskiy,RU,53.7,102.71,418.0142211914062,42.36,82,7.99,56,1538016663
3155,Cabuyaro,CO,4.29,-72.79,173.206298828125,80.25,72,5.08,68,1538016663
3156,Husainabad,IN,24.53,84.02,151.4017791748047,84.48,76,4.18,8,1538016663
3157,Alihe,CN,50.57,123.73,418.1271057128906,59.91,61,4.97,0,1538016663
3158,Dibrugarh,IN,27.48,94.9,106.4915542602539,75.2,94,5.82,90,1538015400
3159,Gaziantep,TR,37.06,37.38,846.693603515625,66.2,82,1.12,0,1538014800
3160,Swakopmund,NA,-22.68,14.53,18.13163375854492,48.2,87,5.82,0,1538013600
3161,Kisangani,CD,0.52,25.21,414.7520141601562,73.95,88,2.62,36,1538016664
3162,Adelaide,ZA,-32.71,26.3,570.5413208007812,40.92,87,2.73,0,1538016665
3163,Malaryta,BY,51.79,24.08,157.3313293457031,48.2,81,15.66,90,1538013600
3164,Dagda,LV,56.09,27.54,169.7881011962891,49.74,93,12.24,20,1538016665
3165,Morena,IN,26.49,77.98,179.0410919189453,82.59,62,4.52,0,1538016666
3166,Karachi,PK,24.87,67.03,18.50161552429199,78.8,88,9.17,40,1538013300
3167,Beya,RU,53.05,90.92,448.5226745605469,47.58,100,3.62,92,1538016666
3168,Hue,VN,16.47,107.58,8.871402740478516,93.2,56,4.7,0,1538015400
3169,Parkes,AU,-33.14,148.18,331.9175415039062,68.28,52,4.74,0,1538016666
3170,Kyren,RU,51.68,102.13,748.5928955078125,36.15,76,2.39,32,1538016667
3171,Guiratinga,BR,-16.35,-53.76,483.1683959960938,77.82,72,3.96,0,1538016667
3172,Sakaiminato,JP,35.55,133.23,0.03588061034679413,75.2,43,12.75,75,1538013600
3173,Blythe,US,33.61,-114.59,82.63550567626953,98.06,17,6.93,1,1538013120
3174,Kalaikunda,IN,22.35,87.25,45.45333480834961,84.66,98,3.96,36,1538016668
3175,Yertsevo,RU,60.8,40.09,200,41.82,95,22.64,92,1538016668
3176,Amarante Do Maranhao,BR,-5.57,-46.74,253.0998077392578,74.13,84,5.41,12,1538016668
3177,Khilok,RU,51.36,110.46,803.719970703125,39.39,99,9.22,92,1538016668
3178,Dwarka,IN,28.58,77.04,211.31103515625,77,94,3.36,0,1538015400
3179,Barinitas,VE,8.76,-70.41,539.0294799804688,66.48,90,1.16,20,1538016669
3180,Shizuishan,CN,39.02,106.36,1116.127685546875,53.34,43,10.22,56,1538016669
3181,Cutro,IT,39.04,16.98,157.1383666992188,50,71,4.7,0,1538013000
3182,Askiz,RU,53.13,90.53,346.170654296875,56.58,76,6.76,92,1538016670
3183,Metro,ID,-5.11,105.31,58.78498458862305,88.35,63,4.18,0,1538016670
3184,Barao De Melgaco,BR,-16.19,-55.97,136.3090515136719,80.6,65,2.24,0,1538013600
3185,Rassvet,RU,49.11,45.47,20.48711204528809,35.88,79,4.52,0,1538016670
3186,Kaura Namoda,NG,12.59,6.58,377.0952453613281,71.7,87,6.31,0,1538016451
3187,Manchester,US,43,-71.45,91.40202331542969,75.02,92,6.98,90,1538015100
3188,Mincivan,AZ,39.03,46.72,316.2593994140625,54.6,98,2.62,92,1538016671
3189,Staraya Poltavka,RU,50.48,46.48,18.93031120300293,41.1,100,8.43,0,1538016671
3190,Uvalde,US,29.21,-99.79,277.29345703125,78.98,71,10.29,1,1538014500
3191,Kaseda,JP,31.42,130.32,9.774373054504395,75.2,64,10.29,40,1538013600
3192,Mattawa,CA,46.32,-78.7,152,48.2,93,9.17,75,1538013600
3193,Birnin Kebbi,NG,12.45,4.2,234.7411499023438,76.02,84,5.75,0,1538016672
3194,Mugur-Aksy,RU,50.38,90.44,1822.642822265625,41.55,48,2.84,20,1538016673
3195,Bosansko Grahovo,BA,44.18,16.37,854.7796630859375,27.78,83,1.83,0,1538016673
3196,Danane,CI,7.26,-8.15,357.7368774414062,70.53,100,4.18,92,1538016673
3197,Elko,US,40.83,-115.76,1542.922241210938,62.06,7,5.82,1,1538013360
3198,San Luis,MX,32.49,-114.78,38.81222915649414,96.08,23,9.17,1,1538013420
3199,Paramaribo,SR,5.82,-55.18,3.996795177459717,78.8,94,6.93,20,1538013600
3200,Hoa Binh,VN,20.81,105.34,20.75911140441895,80.6,100,6.93,75,1538015400
3201,Erdemli,TR,36.61,34.31,14.8817777633667,62.97,88,4.85,8,1538016674
3202,Lovozero,RU,68.01,35.02,160,38.76,100,2.95,92,1538016675
3203,Payson,US,40.04,-111.73,1428.526000976562,62.96,38,9.17,40,1538014500
3204,Mudbidri,IN,13.08,74.98,137.0412139892578,75.2,88,3.36,75,1538015400
3205,Peachland,CA,49.77,-119.75,476.8195495605469,59,76,3.36,75,1538013600
3206,Panguipulli,CL,-39.64,-72.33,158.8814239501953,48.2,100,3.36,92,1538013600
3207,Toumodi,CI,6.56,-5.02,157.2009735107422,73.4,100,3.06,90,1538013600
3208,La Ligua,CL,-32.45,-71.23,62.52963256835938,51.8,93,3.74,90,1538013600
3209,Ust-Tsilma,RU,65.44,52.15,20.1795482635498,39.93,92,10.45,92,1538016676
3210,Benito Juarez,MX,28.64,-111.57,25.02311134338379,86.73,37,9.22,0,1538016676
3211,Terre-De-Bas,GP,15.85,-61.64,43.174072265625,80.6,78,5.82,0,1538013600
3212,Rotifunk,SL,8.23,-12.68,11.21777820587158,71.7,99,1.61,80,1538016677
3213,Cuamba,MZ,-14.8,36.54,588.7535400390625,66.03,67,5.97,0,1538016677
3214,Tondano,ID,1.3,124.91,691.7252197265625,91.4,46,9.17,20,1538015400
3215,Barstow,US,31.46,-103.39,781.0780639648438,57.2,86,9.44,1,1538014500
3216,Mount Holly,US,39.99,-74.79,1.224203824996948,75.92,93,5.82,75,1538014920
3217,Nurota,UZ,40.56,65.69,493.2229919433594,53.6,40,4.7,0,1538013600
3218,Lebedyan,RU,53.01,39.13,158.3381958007812,41.46,71,18.95,92,1538016678
3219,Trairi,BR,-3.28,-39.27,2.461333274841309,79.08,100,23.53,68,1538016679
3220,Fatehpur,PK,31.18,71.21,156.7546691894531,81.96,55,3.29,44,1538016679
3221,Port Antonio,JM,18.18,-76.45,1.354595541954041,84.2,74,5.82,20,1538013600
3222,Solton,RU,52.84,86.48,244.0266723632812,56.76,72,4.85,68,1538016628
3223,Ritchie,ZA,-29.03,24.6,1116.9970703125,48.2,24,1.12,0,1538013600
3224,Myre,NO,69.1,15.95,6.168889045715332,39.2,100,16.11,68,1538014800
3225,Auka,HN,14.93,-83.83,21.17504119873047,78.36,90,3.51,92,1538016680
3226,Kokorevka,RU,52.59,34.27,176.8183441162109,41.55,94,25.43,92,1538016681
3227,Villaviciosa,ES,43.48,-5.43,40.40964508056641,66.2,72,3.36,0,1538015400
3228,Sindang,ID,-6.83,108.32,448.8965759277344,84.39,92,10.45,0,1538016681
3229,Pictou,CA,45.68,-62.71,46.22755432128906,67.47,95,15.82,88,1538016681
3230,Ningxiang,CN,28.28,112.55,65.93484497070312,64.4,93,8.95,90,1538013600
3231,San Alberto,PY,-24.98,-54.91,347,68,88,4.74,90,1538013600
3232,Iralaya,HN,15,-83.23,4.157629489898682,79.98,98,3.96,44,1538016682
3233,Albanel,CA,48.88,-72.44,145,48.2,76,9.17,75,1538013600
3234,Myrtle Beach,US,33.7,-78.89,9.605751991271973,80.96,100,17.38,1,1538014500
3235,Gawler,AU,-34.6,138.75,54.09877395629883,59,62,9.17,75,1538015400
3236,Amarkantak,IN,22.67,81.76,1041.62841796875,82.68,59,4.07,0,1538016684
3237,Divnogorsk,RU,55.96,92.38,228.9184722900391,46.4,81,2.73,40,1538013600
3238,Varnamo,SE,57.19,14.04,155.7164459228516,53.6,76,11.41,48,1538014800
3239,Gemena,CD,3.25,19.78,438.4190979003906,72.15,91,3.4,8,1538016684
3240,Anamur,TR,36.08,32.84,38.70434951782227,70.35,98,3.74,0,1538016685
3241,Jawhar,SO,2.78,45.5,107.4503936767578,74.85,91,7.31,92,1538016685
3242,Aktau,KZ,43.65,51.16,0.2182044386863708,60.8,87,15.66,90,1538013600
3243,Merrill,US,42.03,-121.6,1240.488159179688,71.96,24,2.06,1,1538013180
3244,Leua,AO,-11.65,20.45,1236.300048828125,61.98,95,3.51,32,1538016686
3245,Joao Camara,BR,-5.54,-35.82,146.9598388671875,74.22,78,14.03,20,1538016686
3246,Demba,CD,-5.47,22.27,624.3694458007812,70.53,86,1.95,0,1538016686
3247,Tornio,FI,61.12,27.27,106.5479736328125,46.4,61,20.8,20,1538014800
3248,Taungdwingyi,MM,20,95.55,145.6874084472656,83.58,85,8.55,36,1538016548
3249,Tenenkou,ML,14.46,-4.91,275.9709777832031,73.95,84,8.1,0,1538016687
3250,Wonthaggi,AU,-38.6,145.59,26.26128578186035,68.01,48,7.65,0,1538016687
3251,Chamalieres,FR,45.78,3.06,445.567626953125,53.6,66,8.05,0,1538015400
3252,Slavjanovo,BG,43.47,24.87,158.8739624023438,33.18,81,2.73,0,1538016687
3253,Descalvado,BR,-21.91,-47.62,690.239013671875,69.8,77,6.93,0,1538013600
3254,Uvinza,TZ,-5.1,30.39,1008.309387207031,70.98,40,5.97,0,1538016688
3255,Deniliquin,AU,-35.53,144.96,93.6871109008789,69.72,69,11.01,0,1538016688
3256,Steinbach,CA,49.53,-96.69,260.8153686523438,42.8,100,8.05,90,1538015820
3257,Beckley,US,37.78,-81.19,713.8477783203125,66.92,90,3.36,90,1538014200
3258,Moses Lake,US,47.13,-119.28,325.8919677734375,69.08,30,5.82,1,1538013180
3259,Maryville,US,40.35,-94.87,338.5335388183594,55.94,87,7.2,1,1538015700
3260,Recea,RO,45.73,24.94,554.3529052734375,30.2,100,1.61,0,1538015400
3261,Otradnoye,RU,59.77,30.8,21.62844467163086,48.2,66,20.13,40,1538013600
3262,Navolato,MX,24.76,-107.7,13.63644409179688,82.4,83,5.82,90,1538012460
3263,Manta,EC,-0.95,-80.73,33.6595573425293,73.4,83,6.93,75,1538013600
3264,Kishi,NG,9.08,3.85,374.7745666503906,72.15,97,6.31,56,1538016690
3265,Ipixuna,BR,-1.76,-48.8,17.06029891967773,77,83,8.05,0,1538013600
3266,Vengerovo,RU,55.68,76.74,100,54.78,78,3.96,0,1538016691
3267,Tanete,ID,-3.94,119.78,21.2983570098877,88.71,57,14.58,0,1538016691
3268,Bireun,ID,5.2,96.7,20.02042388916016,82.23,100,4.85,8,1538016691
3269,Batesville,US,35.77,-91.64,104.0401077270508,66.02,64,4.7,40,1538013360
3270,Pyu,MM,18.48,96.43,55.77242279052734,77.55,93,3.4,88,1538016692
3271,Kapiri Mposhi,ZM,-13.97,28.68,1273.52490234375,62.07,54,8.21,0,1538016562
3272,Farrukhnagar,IN,28.45,76.82,216.31201171875,77,94,3.36,0,1538015400
3273,Garoua,CM,9.31,13.39,219.3297729492188,70.08,93,5.97,8,1538016693
3274,Bacoor,PH,14.46,120.94,6.774987697601318,86,74,8.05,40,1538013600
3275,Shahr-E Kord,IR,32.33,50.85,2064.310302734375,44.6,39,4.7,0,1538013600
3276,Yibin,CN,28.77,104.64,275.0826721191406,64.32,100,4.18,92,1538016693
3277,Peleduy,RU,59.63,112.75,192.9111175537109,44.43,100,3.18,92,1538016693
3278,Ippy,CF,6.26,21.2,587.4143676757812,67.2,98,3.74,36,1538016694
3279,Oliver,CA,49.18,-119.55,299.9017333984375,59,67,5.82,75,1538013600
3280,Shchebetovka,UA,44.94,35.16,80.52274322509766,52.98,100,11.23,32,1538016694
3281,Lubaczow,PL,50.16,23.12,213.8542175292969,48.2,70,11.18,0,1538013600
3282,Sherbakul,RU,54.63,72.39,114.8746643066406,53.88,82,2.73,0,1538016695
3283,Harwich,US,41.69,-70.08,13.42910671234131,73.94,93,11.41,90,1538014500
3284,Flekkefjord,NO,58.3,6.66,43.56092834472656,51.18,100,9.78,92,1538016695
3285,Toamasina,MG,-18.17,49.38,9.801403045654297,66.2,93,2.73,40,1538013600
3286,Sandakan,MY,5.84,118.12,14.03474426269531,87.8,70,5.82,75,1538013600
3287,Outlook,CA,51.48,-107.04,537.1432495117188,51.45,46,15.03,92,1538016475
3288,Ermelo,NL,52.3,5.62,13.88854122161865,51.8,81,2.24,32,1538015100
3289,Novyy Urgal,RU,51.07,132.56,309.9217834472656,56.58,62,2.62,0,1538016696
3290,Tyazhinskiy,RU,56.11,88.52,212,55.59,97,4.85,92,1538016697
