,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date,Adj Temp
287,Batagay-Alyta,RU,67.8,130.41,503.2396851,21.85,86,6.67,92,1538009676,16.07132889
288,Yerbogachen,RU,61.28,108.01,284.47995,44.44,98,3.65,92,1538009676,41.1733338
289,Novyy Urengoy,RU,66.08,76.63,45.98427963,54.52,75,16.06,44,1538009677,53.99196528
290,Teya,RU,60.37,92.63,210.8151093,31.12,88,2.3,20,1538009677,28.69922275
291,Okhotsk,RU,59.36,143.24,7.531555653,45.16,94,3.42,36,1538009678,45.0735156
292,Borzna,UA,51.25,32.43,128.8643036,43.36,67,15.61,80,1538009447,41.88025893
293,Concarneau,FR,47.88,-3.92,27.82577705,57.2,76,5.82,0,1538008200,56.88047827
294,Kautokeino,NO,69.01,23.04,308.6204529,34.99,92,9.8,92,1538009604,31.44612986
295,Sanmenxia,CN,34.77,111.19,359.4593811,54.07,99,3.31,88,1538009679,49.94234949
296,Sao Filipe,CV,14.9,-24.5,60.35427094,78.82,96,11.25,80,1538009679,78.12695553
297,Vuktyl,RU,63.86,57.31,99.00533295,41.47,91,7.45,32,1538009486,40.3331277
298,Grenada,US,33.77,-89.81,69.23707581,73.04,96,6.44,90,1538007000,72.24495481
299,Sao Joao Da Barra,BR,-21.64,-41.05,8,75.22,96,30.04,0,1538009680,75.12813648
300,Hohhot,CN,40.81,111.65,1050,53.6,93,2.24,40,1538006400,41.542913
301,Atambua,ID,-9.11,124.89,340.4970398,78.91,96,4.76,0,1538009680,75.00009292
302,Havoysund,NO,71,24.66,18.35591125,41,86,27.51,75,1538004000,40.78922017
303,Mareeba,AU,-16.99,145.42,401.0707703,80.6,57,14.99,40,1538008200,75.99452841
304,Ambovombe,MG,-25.18,46.09,143.5724487,68.02,94,2.08,0,1538009681,66.37136619
305,Ust-Tsilma,RU,65.44,52.15,20.17954826,38.32,90,8.57,92,1538009682,38.08827946
306,Pontal Do Parana,BR,-25.67,-48.51,12.97462082,62.6,100,3.36,75,1538006400,62.45101321
307,Fukue,JP,35.03,136.69,2.63713932,66.2,88,5.82,75,1538006400,66.16971789
308,Chesma,RU,53.81,60.65,317.5075684,61.09,45,12.71,92,1538009683,57.44407964
309,Caravelas,BR,-17.73,-39.27,0,76.84,100,15.28,76,1538009683,76.84
310,Tagusao,PH,9.19,117.81,10.24959278,77.56,100,5.1,64,1538009683,77.44230454
311,Beringovskiy,RU,63.05,179.32,29.98829842,46.33,95,25.9,92,1538009684,45.98564617
312,Rio Grande,BR,-32.03,-52.1,6.115926743,66.67,98,6.67,76,1538009637,66.59977118
313,Katima Mulilo,NA,-17.5,24.28,948.5344238,67.39,43,6.55,0,1538009684,56.49803612
314,Ambon,ID,-3.7,128.18,9.317364693,86,66,3.36,40,1538008200,85.89300926
315,Iqaluit,CA,63.75,-68.52,28.18400002,33.8,69,16.11,20,1538006400,33.47636482
316,Stephenville,CA,48.55,-58.59,15.12145805,59,82,23.04,75,1538006400,58.8263612
317,Bonavista,CA,48.65,-53.11,9.034667015,53.08,87,22.55,56,1538009685,52.97625546
318,Hay River,CA,60.82,-115.79,160,37.4,59,8.05,75,1538007660,35.5627296
319,Port Hawkesbury,CA,45.62,-61.36,25.69264412,64.4,93,11.41,90,1538008920,64.10497291
320,Flinders,AU,-34.58,150.85,18.02219582,60.8,51,5.82,0,1538006400,60.59305221
321,Port Hueneme,US,34.15,-119.2,2.3694098,89.96,70,11.41,75,1538006220,89.93279221
322,Xinyu,CN,27.8,114.93,61.46023178,68.83,77,10.36,48,1538009687,68.12425585
323,Gunjur,GM,13.18,-16.76,19.39775467,77,94,4.7,75,1538006400,76.77725675
324,Khandyga,RU,62.65,135.58,129.3431091,42.01,81,4.76,64,1538009687,40.52476084
325,Kaitangata,NZ,-46.28,169.85,15,49.66,81,12.82,76,1538009688,49.4877559
326,Reyes,BO,-14.3,-67.34,186.1473846,80.62,77,1.97,8,1538009688,78.48248075
327,Sidhi,IN,24.41,81.88,277.0048828,71.62,85,3.2,0,1538009688,68.43916955
328,Formosa,AR,-26.19,-58.17,65.20266724,66.2,100,8.05,90,1538006400,65.45128168
329,Batagay,RU,67.65,134.64,183.9406891,26.17,86,4.21,48,1538009689,24.0578201
330,Farafangana,MG,-22.82,47.83,10.49642372,73.06,99,13.6,88,1538009689,72.9394702
331,Nouadhibou,MR,20.93,-17.03,0.521777749,82.4,51,4.7,0,1538006400,82.39400846
332,Usak,TR,38.67,29.41,906.7306519,51.37,81,10.58,0,1538009690,40.95806633
333,Merauke,ID,-8.49,140.4,5.458666801,81.79,73,18.52,8,1538009690,81.72731846
334,Evanston,US,42.04,-87.69,186.8976593,62.96,62,6.93,75,1538009100,60.81386539
335,Barao De Melgaco,BR,-16.19,-55.97,136.3090515,80.6,61,3.36,0,1538006400,79.03477134
336,Bonthe,SL,7.53,-12.5,0.762074053,73.69,100,3.76,92,1538009691,73.68124915
337,Jalu,LY,29.03,21.55,40.45962143,76.12,60,10.47,0,1538009691,75.65540459
338,Touros,BR,-5.2,-35.46,8.350008965,77.02,86,16.84,64,1538009691,76.92411735
339,Guerrero Negro,MX,27.97,-114.04,3.264889002,79.81,52,11.7,0,1538009691,79.77250948
340,Nemuro,JP,43.32,145.57,3.974807978,57.2,82,4.7,75,1538006400,57.15435752
341,Shimoda,JP,34.7,138.93,80.11146545,66.2,88,26.4,75,1538006400,65.28008485
342,Henties Bay,NA,-22.12,14.28,23.44295502,52,100,3.42,8,1538009692,51.73080595
343,Atasu,KZ,48.68,71.64,486.1211853,45.07,90,9.01,0,1538009397,39.4878996
344,Fredericksburg,US,38.3,-77.46,15.97046661,77,100,4.7,75,1538007960,76.81661209
345,Ngaoundere,CM,7.32,13.58,1130.28125,63.07,96,2.53,56,1538009693,50.09104822
346,Cowra,AU,-33.84,148.69,299.4861145,54.52,100,6.78,0,1538009693,51.08101892
347,Yining,CN,29.04,114.56,184.3626404,61.27,96,2.86,64,1538009693,59.15297486
348,Guhagar,IN,17.48,73.19,19.02137566,74.41,100,8.23,88,1538009694,74.19157868
349,Mayo,CA,63.59,-135.9,518,53.6,40,10.29,75,1538006400,47.65183708
350,Murray Bridge,AU,-35.12,139.28,2.573266983,57.04,91,10.92,80,1538009694,57.01045133
351,Sambava,MG,-14.27,50.17,11.73680687,73.51,100,14.94,92,1538009695,73.37522695
352,Preobrazheniye,RU,42.9,133.91,61.42487717,54.61,67,1.86,64,1538009695,53.90466182
353,Les Cayes,HT,18.19,-73.75,4.826864243,83.77,97,11.03,44,1538009695,83.71457341
354,Puerto Madero,MX,14.72,-92.42,9.656904221,73.15,99,2.42,64,1538009695,73.03911035
355,Babushkin,RU,51.72,105.86,460.2906799,37.24,100,11.14,88,1538009696,31.95450974
356,Winslow,US,35.02,-110.7,1480.665527,86,15,10.29,1,1538006160,68.99760659
357,Aleksandrov Gay,RU,50.14,48.57,22.87360954,39.22,87,5.55,0,1538009696,38.95734371
358,Bredasdorp,ZA,-34.53,20.04,80.4845047,62.6,59,4.7,68,1538006400,61.67580126
359,Tabou,CI,4.42,-7.36,35.06572723,78.64,100,13.04,88,1538009697,78.23734236
360,Huangmei,CN,30.1,115.95,30.67117119,67.57,85,10.69,64,1538009697,67.21780478
361,Bokovskaya,RU,49.23,41.83,95.24848938,33.64,78,5.44,0,1538009697,32.54626731
362,Arona,ES,28.1,-16.68,626.0442505,75.2,83,14.99,20,1538008200,68.01117143
363,Medicine Hat,CA,50.04,-110.68,667.8720093,62.6,42,14.99,90,1538006400,54.93086579
364,Znamenskoye,RU,57.13,73.82,66,48.04,82,8.01,0,1538009698,47.28212596
365,Margate,ZA,-30.86,30.37,41.07110977,66.94,97,13.6,56,1538009698,66.46838291
366,Milos,GR,36.75,24.43,87.88491821,64.4,59,27.51,8,1538007600,63.39082276
367,Monrovia,LR,6.33,-10.8,3.521706581,77,94,3.36,75,1538008200,76.95956045
368,Taman,RU,45.22,36.72,0.977287114,41,93,6.71,64,1538006400,40.98877787
369,Bongouanou,CI,6.65,-4.2,205.141098,73.42,99,2.75,92,1538009700,71.06437708
370,Alenquer,BR,-1.95,-54.74,33.12911224,84.2,79,4.7,0,1538006400,83.81958039
371,Huilong,CN,31.15,106.5,349.4391174,61.36,98,5.44,100,1538009701,57.34741158
372,Makakilo City,US,21.35,-158.09,168.8404541,86,100,6.93,75,1538008500,84.0612152
373,Villepinte,FR,48.96,2.53,57.64428329,50,75,2.24,0,1538008200,49.33807415
374,Nome,US,30.04,-94.42,12.45242214,78.98,88,5.99,40,1538007300,78.83700958
375,Terra Roxa,BR,-20.79,-48.33,506.1832886,84.2,39,9.17,0,1538006400,78.38752767
376,Jishou,CN,28.26,109.7,191.8967438,60.37,100,5.66,92,1538009702,58.16646121
377,Ozernovskiy,RU,51.5,156.52,3,48.04,89,15.39,76,1538009703,48.00555118
378,Ixtapa,MX,20.71,-105.21,31.81302071,87.8,79,9.17,75,1538005500,87.43469299
379,Pangai,TO,-19.8,-174.35,3.972088814,80.6,69,10.29,20,1538006400,80.55438874
380,Ubinskoye,RU,55.31,79.68,137.3742981,47.68,88,6.67,8,1538009452,46.10253918
381,Westport,IE,53.8,-9.52,17.05507088,51.8,93,11.41,20,1538006400,51.60415764
382,Carman,CA,49.51,-98,260,55.4,100,9.17,24,1538007300,52.4144356
383,Chimbote,PE,-9.08,-78.59,2.322596312,63.7,85,7,0,1538009704,63.67332977
384,Tame,CO,6.46,-71.72,314.5675659,60.91,94,1.19,0,1538009704,57.29783951
385,Arivonimamo,MG,-19.01,47.18,1402.374268,57.2,93,4.7,20,1538006400,41.09662043
386,Kunashak,RU,55.7,61.55,191.67836,53.6,76,4.47,40,1538006400,51.39896889
387,Takoradi,GH,4.89,-1.75,14.53872585,76.57,97,5.77,80,1538009705,76.40305268
388,Clyde River,CA,70.47,-68.59,0.30120784,24.8,79,4.7,90,1538006400,24.79654125
389,Araouane,ML,18.9,-3.53,271.1693115,79.81,32,1.19,0,1538009706,76.69617907
390,Tambacounda,SN,13.77,-13.67,31.65764236,78.8,88,4.7,0,1538006400,78.43647719
391,Havelock,US,34.88,-76.9,7.034690857,80.96,93,6.93,1,1538006220,80.87922107
392,Udachnyy,RU,66.42,112.4,298.8964844,33.55,89,3.98,92,1538009698,30.1177896
393,Bhunya,SZ,-26.54,31.01,951.8804932,57.94,92,2.3,20,1538009707,47.00961341
394,Ouesso,CG,1.61,16.05,348.4933472,74.05,95,2.42,76,1538009707,70.0482718
395,Namatanai,PG,-3.66,152.44,0,84.85,94,13.71,12,1538009707,84.85
396,Icod De Los Vinos,ES,28.37,-16.71,287.349823,75.2,37,12.75,0,1538008200,71.90037922
397,Saint-Joseph,RE,-21.37,55.62,95.70095062,69.8,59,2.24,0,1538006400,68.70107173
398,Kindu,CD,-2.95,25.92,465.7919922,76.84,71,2.64,56,1538009708,71.4913385
399,Waingapu,ID,-9.65,120.26,13.72355556,79.63,72,5.66,0,1538009708,79.47241323
400,Galdar,ES,28.15,-15.65,111.3548737,73.4,83,21.92,20,1538008200,72.12131867
401,Kuching,MY,1.56,110.34,0.993877351,80.6,83,1.12,75,1538008200,80.58858737
402,Honiara,SB,-9.43,159.96,0.27474016,87.8,66,3.31,75,1538006400,87.79684518
403,Viransehir,TR,37.24,39.76,580.8872681,59.65,61,4.09,0,1538009710,52.97970635
404,Labuhan,ID,-2.54,115.51,44.66501236,78.55,72,2.98,0,1538009710,78.03711434
405,Gbadolite,CD,4.28,21,406.3590393,72.7,93,1.74,32,1538009711,68.03380353
406,Jam Sahib,PK,26.3,68.63,27.42124557,70,89,2.75,0,1538009711,69.68512348
407,Port Hardy,CA,50.7,-127.42,0,62.6,55,13.87,40,1538006400,62.6
408,Ibotirama,BR,-12.18,-43.22,428.6871033,83.5,35,11.25,44,1538009711,78.57741171
409,Samarai,PG,-10.62,150.67,0,78.1,99,15.95,64,1538009712,78.1
410,Lucapa,AO,-8.42,20.74,945.2844238,67.84,87,2.75,44,1538009712,56.98535568
411,Lindas,NO,60.74,5.16,60.32999039,46.33,100,7.67,92,1538009712,45.63723434
412,Epe,NG,6.59,3.98,19.75661659,76.66,97,4.65,92,1538009712,76.43313596
413,Gamboma,CG,-1.87,15.88,395.184845,73.42,87,7.11,20,1538009713,68.88211614
414,Booue,GA,-0.09,11.94,216.6824036,73.69,97,2.42,92,1538009713,71.20184896
415,Opuwo,NA,-18.06,13.84,1152.086792,55.69,55,4.32,0,1538009713,42.46065649
416,Port Hedland,AU,-20.31,118.58,10,86,28,5.82,0,1538008200,85.8851706
417,Ahwa,IN,20.76,73.69,479.6817627,67.39,100,2.64,0,1538009714,61.8818431
418,Bongor,TD,10.28,15.37,333.2121887,76.21,81,2.75,8,1538009714,72.38374443
419,Madera,MX,29.2,-108.14,2101.620361,58.66,100,0.74,32,1538009715,34.52721949
420,Mizque,BO,-17.94,-65.34,2013.471191,51.46,88,2.3,0,1538009715,28.33943112
421,Kollam,IN,8.88,76.6,18.72711182,78.8,88,4.7,40,1538008200,78.5849577
422,Santa Marinella,IT,42.04,11.87,15.61625195,59,54,8.05,0,1538007600,58.82067952
423,Lazaro Cardenas,MX,28.39,-105.62,1197.613281,86.02,36,5.88,76,1538009716,72.26787855
424,Pierre,US,44.37,-100.35,461.2383423,66.92,34,3.36,1,1538005980,61.62362779
425,Auki,SB,-8.77,160.7,40.97586823,77.29,100,12.82,92,1538009717,76.81947656
426,Waverley,NZ,-46.39,168.38,9,45.79,100,10.13,92,1538009717,45.68665354
427,Sibolga,ID,1.74,98.78,7.19822216,68.47,100,2.98,12,1538009717,68.38734325
428,Port-Cartier,CA,50.03,-66.88,27.90384674,53.6,93,6.93,90,1538007960,53.2795818
429,Evensk,RU,61.92,159.24,2,42.82,100,5.66,0,1538009718,42.79703412
430,Kieta,PG,-6.22,155.63,43.40310287,79.99,99,12.71,12,1538009718,79.49160477
431,Dapaong,TG,10.86,0.2,375.186676,75.22,93,5.55,12,1538009718,70.91175391
432,Longyearbyen,SJ,78.22,15.64,16.40800095,24.8,62,14.99,75,1538005800,24.61158791
433,Barra Patuca,HN,15.8,-84.28,0,83.32,93,8.79,68,1538009719,83.32
434,Lebanon,US,43.64,-72.25,182.5573425,75.02,84,6.93,90,1538007300,72.92370499
435,Yulara,AU,-25.24,130.99,505.0738831,77,9,6.93,0,1538006400,71.20026691
436,La Rioja,AR,-29.41,-66.86,511.805603,68.11,82,6.55,88,1538009720,62.23296697
437,College,US,64.86,-147.8,134.5596924,51.08,61,10.29,90,1538006280,49.53485913
438,Magadan,RU,59.56,150.8,91.50844574,48.2,66,5.77,0,1538006400,47.14921401
439,Beyneu,KZ,45.32,55.19,6.305776119,60.01,45,6.67,20,1538009720,59.93759115
440,Terme,TR,41.21,36.97,11.46488857,59,77,3.36,75,1538005800,58.86834937
441,Verkhoyansk,RU,67.55,133.39,140.8502502,27.16,85,5.99,48,1538009721,25.54262503
442,Parsons,US,37.34,-95.26,276.1384277,60.98,72,6.11,1,1538008500,57.809119
443,Cooma,AU,-36.24,149.13,802.0640259,51.64,86,4.32,20,1538009722,42.42994691
444,Chicama,PE,-7.84,-79.15,122.9064941,62.6,88,8.05,0,1538006400,61.1886721
445,Maple Creek,CA,49.91,-109.46,767,51.64,70,14.61,92,1538009723,42.83258502
446,Maraba,BR,-5.35,-49.1,99.46012878,84.2,74,4.7,40,1538006400,83.05790531
447,Nisia Floresta,BR,-6.09,-35.21,22.19331169,78.8,74,11.41,40,1538006400,78.54515553
448,Saint-Esteve,FR,42.71,2.84,47.20643616,55.4,87,2.24,0,1538008200,54.85793133
449,Aranos,NA,-24.14,19.11,1172.18689,61.09,23,5.55,0,1538009724,47.62984828
450,Meulaboh,ID,4.14,96.13,4.68382597,77.74,100,5.1,0,1538009724,77.68621591
451,Zhigansk,RU,66.77,123.37,53.01374054,41.11,100,2.98,92,1538009724,40.5012464
452,Dubrajpur,IN,23.79,87.38,96,78.1,89,3.09,24,1538009725,76.99763776
453,Weligama,LK,5.97,80.42,11.88711071,77.74,100,5.1,88,1538009725,77.60350102
454,Ulaangom,MN,49.98,92.07,933.6560059,30.58,62,4.65,24,1538009725,19.8588841
455,Bukachacha,RU,52.99,116.91,698.4407349,51.1,68,6.33,88,1538009725,43.07984695
456,Jega,NG,12.22,4.38,209.6648865,77.56,83,5.21,0,1538009726,75.15243069
457,Boa Vista,BR,2.82,-60.67,83.00708008,86,66,4.7,0,1538010000,85.04683468
458,Conceicao Do Araguaia,BR,-8.26,-49.26,160.5284271,77.83,90,1.97,32,1538009727,75.9866617
459,Loandjili,CG,-4.77,11.87,7.048597336,77,88,6.93,90,1538006400,76.91906138
460,Fortuna Foothills,US,32.66,-114.41,103.2132263,100.94,19,6.93,1,1538006220,99.75480871
461,Wyndham,NZ,-46.33,168.85,25,45.79,100,10.13,92,1538009728,45.5029265
462,Umm Kaddadah,SD,13.6,26.69,600,77.11,51,5.77,12,1538009728,70.220236
463,Balabac,PH,7.99,117.06,0,82.78,100,15.28,32,1538009728,82.78
464,Mortara,IT,45.25,8.74,109.2941818,50,81,2.24,0,1538007600,48.74498147
465,General Roca,AR,-39.03,-67.58,238,48.2,87,6.93,90,1538006400,45.46706028
466,Mirnyy,RU,56.57,36.46,136.0675507,41.02,98,29.93,92,1538009729,39.45754448
467,Kasangulu,CD,-4.59,15.17,387.6560059,78.8,74,11.41,44,1538006400,74.34856934
468,Taunggyi,MM,20.78,97.03,1411.434326,63.79,92,2.42,44,1538009730,47.58258432
469,Cururupu,BR,-1.82,-44.87,22.77344894,80.17,77,10.25,36,1538009730,79.90849385
470,Ossining,US,41.16,-73.86,76.16362,80.6,94,10.29,90,1538007960,79.72541772
471,Luyang,CN,31.88,117.26,18.54017067,66.2,77,8.95,0,1538006400,65.98710433
472,Beloha,MG,-25.17,45.06,154.5306702,59.56,83,3.09,0,1538009731,57.78553359
473,Borba,BR,-4.39,-59.59,23.25688934,80.71,87,1.74,24,1538009732,80.44294254
474,Burnie,AU,-41.05,145.91,5.653692722,55.42,92,13.82,0,1538009563,55.35507899
475,Moultrie,US,31.18,-83.79,96.54125977,82.04,94,6.55,1,1538008500,80.93142251
476,Poya,NC,-21.35,165.16,13.13593674,71.53,95,18.63,0,1538009732,71.37916083
477,Micheweni,TZ,-4.97,39.83,0.149521381,75.76,100,11.25,92,1538009733,75.75828305
478,Aksha,RU,50.28,113.29,734,47.77,63,4.54,92,1538009733,39.34152204
479,Penzance,GB,50.12,-5.53,0,50,100,10.29,5,1538005800,50
480,Praia,CV,14.92,-23.51,9.623711586,77,94,1.12,40,1538006400,76.8894915
481,Mezen,RU,65.85,44.24,15.00226402,43.09,99,11.25,92,1538009734,42.9177299
482,Sri Aman,MY,1.24,111.46,15.70781326,77,94,2.75,75,1538006400,76.81962812
483,Yar-Sale,RU,66.83,70.83,5.87911129,49.21,92,19.3,0,1538009500,49.14249052
484,Ostersund,SE,63.18,14.64,325.6100159,39.2,86,32.21,32,1538007600,35.46103972
485,Leh,IN,34.16,77.58,3462.49585,2.95,73,1.86,12,1538009735,-36.80963209
486,Mandalgovi,MN,45.76,106.27,1414.676636,37.96,82,26.57,44,1538009735,21.71535307
487,Viedma,AR,-40.81,-62.99,8.836444855,44.89,65,9.69,64,1538009736,44.78853163
488,Shingu,JP,33.72,135.99,7.792495251,64.4,100,5.82,75,1538006400,64.31051924
489,Morgan City,US,29.7,-91.21,2.17054534,78.08,98,5.21,40,1538008500,78.05507576
490,Coffs Harbour,AU,-30.3,153.13,9.273777962,66.2,68,10.29,40,1538008200,66.09350976
491,Naze,JP,28.37,129.48,252.3103333,80.6,83,28.86,75,1538006400,77.70273558
492,Elizabeth City,US,36.3,-76.22,1.571014762,82.04,83,8.23,1,1538007300,82.02196013
493,San Luis,AR,-33.3,-66.34,726,53.8,93,10.02,92,1538009637,45.46338556
494,Kaiyuan,CN,42.54,124.04,91,55.15,85,4.43,0,1538009738,54.10505246
495,Colares,PT,38.8,-9.45,60.28462219,75.2,64,4.7,0,1538008200,74.5077553
496,Roma,AU,-26.57,148.79,303.0905762,73.96,59,4.99,0,1538009739,70.4796291
497,Esperance,AU,-33.86,121.89,12.19911098,56.05,83,4.65,88,1538009739,55.90991834
498,Chabahar,IR,25.29,60.65,19.25930595,78.37,100,9.01,8,1538009740,78.14884655
499,Pacifica,US,37.61,-122.49,67.09947205,95,93,6.93,90,1538008500,94.22950079
500,North Platte,US,41.12,-100.77,854.1602783,69.98,28,14.99,1,1538005980,60.17172877
501,Santiago Del Estero,AR,-27.8,-64.26,186.3155518,74.77,81,7,8,1538009740,72.6305497
502,Mombasa,KE,-4.05,39.67,20.14019585,71.6,100,5.82,40,1538006400,71.36873134
503,Geelong,AU,-38.15,144.36,20.93056107,75.2,19,23.04,0,1538008200,74.95965562
504,North Bend,US,43.41,-124.22,2.032730341,66.02,60,18.34,1,1538007300,65.99665828
505,Road Town,VG,18.42,-64.62,51.84861755,82.94,78,10.29,40,1538006400,82.34462544
506,Tezu,IN,27.93,96.16,223.1427612,64.87,95,1.63,88,1538009742,62.30766506
507,Pathein,MM,16.78,94.73,1.477333307,77.02,93,3.42,24,1538009742,77.00303587
508,Bemidji,US,47.48,-94.89,418.508606,53.06,93,8.05,75,1538008500,48.25429079
509,Kamarion,GR,36.8,25.82,239.3355713,64.4,68,29.97,0,1538007600,61.651724
510,Kathmandu,NP,27.71,85.32,1298.577515,68,94,3.36,75,1538007600,53.08851231
511,Northam,AU,-31.65,116.67,151.3457489,57.2,67,11.41,40,1538008200,55.46210585
512,Calpulalpan,MX,19.59,-98.57,2587.928955,64.4,63,9.17,90,1538009160,34.68296708
513,Priekule,LV,56.45,21.6,70.07591248,59,82,17.22,24,1538007600,58.1953225
514,Adrar,DZ,27.87,-0.29,255.7840729,82.4,37,25.28,20,1538006400,79.46284684
515,Sampang,ID,-7.54,109.46,215.592392,75.58,97,6.78,64,1538009744,73.1043655
516,Pacific Grove,US,36.62,-121.92,39.01750946,66.2,83,5.82,75,1538008680,65.75196428
517,Vianopolis,BR,-16.74,-48.52,993.1077881,74.23,33,9.46,0,1538009745,62.82620286
518,Pindwara,IN,24.79,73.05,365.0542297,60.55,89,2.53,0,1538009745,56.35810418
519,Kabansk,RU,52.06,106.65,465.1297913,44.6,56,11.18,75,1538006400,39.25894251
520,Rodna,RO,47.42,24.82,539.3369141,26.89,83,1.97,20,1538009746,20.69682658
521,Yabassi,CM,4.46,9.97,65.56899261,77,100,2.24,75,1538006400,76.24707519
522,Jackson,US,35.61,-88.82,114.08992,69.8,73,6.93,90,1538008140,68.48991229
523,San Jose De Guanipa,VE,8.89,-64.17,265.3353882,75.85,96,2.98,44,1538009747,72.80316966
524,Masterton,NZ,-40.95,175.66,111,50.11,85,4.09,100,1538009747,48.83539366
525,Zhanaozen,KZ,43.35,52.85,201.3858948,58.12,61,9.24,0,1538009747,55.80749785
526,Ternate,ID,0.8,127.4,-23.96100044,82.06,98,13.04,20,1538009747,82.33514273
527,Alakurtti,RU,66.96,30.34,141,38.77,97,2.75,88,1538009748,37.15090546
528,Luena,AO,-11.78,19.91,1345.468994,67.21,86,2.75,92,1538009748,51.76006027
