,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date
3260,Recea,RO,45.73,24.94,,30.2,100,1.61,0,1538015400
3261,Otradnoye,RU,59.77,30.8,,48.2,66,20.13,40,1538013600
3262,Navolato,MX,24.76,-107.7,,82.4,83,5.82,90,1538012460
3263,Manta,EC,-0.95,-80.73,,73.4,83,6.93,75,1538013600
3264,Kishi,NG,9.08,3.85,,72.15,97,6.31,56,1538016690
3265,Ipixuna,BR,-1.76,-48.8,,77,83,8.05,0,1538013600
3266,Vengerovo,RU,55.68,76.74,,54.78,78,3.96,0,1538016691
3267,Tanete,ID,-3.94,119.78,,88.71,57,14.58,0,1538016691
3268,Bireun,ID,5.2,96.7,,82.23,100,4.85,8,1538016691
3269,Batesville,US,35.77,-91.64,,66.02,64,4.7,40,1538013360
3270,Pyu,MM,18.48,96.43,,77.55,93,3.4,88,1538016692
3271,Kapiri Mposhi,ZM,-13.97,28.68,,62.07,54,8.21,0,1538016562
3272,Farrukhnagar,IN,28.45,76.82,,77,94,3.36,0,1538015400
3273,Garoua,CM,9.31,13.39,,70.08,93,5.97,8,1538016693
3274,Bacoor,PH,14.46,120.94,,86,74,8.05,40,1538013600
3275,Shahr-E Kord,IR,32.33,50.85,,44.6,39,4.7,0,1538013600
3276,Yibin,CN,28.77,104.64,,64.32,100,4.18,92,1538016693
3277,Peleduy,RU,59.63,112.75,,44.43,100,3.18,92,1538016693
3278,Ippy,CF,6.26,21.2,,67.2,98,3.74,36,1538016694
3279,Oliver,CA,49.18,-119.55,,59,67,5.82,75,1538013600
3280,Shchebetovka,UA,44.94,35.16,,52.98,100,11.23,32,1538016694
3281,Lubaczow,PL,50.16,23.12,,48.2,70,11.18,0,1538013600
3282,Sherbakul,RU,54.63,72.39,,53.88,82,2.73,0,1538016695
3283,Harwich,US,41.69,-70.08,,73.94,93,11.41,90,1538014500
3284,Flekkefjord,NO,58.3,6.66,,51.18,100,9.78,92,1538016695
3285,Toamasina,MG,-18.17,49.38,,66.2,93,2.73,40,1538013600
3286,Sandakan,MY,5.84,118.12,,87.8,70,5.82,75,1538013600
3287,Outlook,CA,51.48,-107.04,,51.45,46,15.03,92,1538016475
3288,Ermelo,NL,52.3,5.62,,51.8,81,2.24,32,1538015100
3289,Novyy Urgal,RU,51.07,132.56,,56.58,62,2.62,0,1538016696
3290,Tyazhinskiy,RU,56.11,88.52,,55.59,97,4.85,92,1538016697
3291,Mirabad,AF,30.44,61.84,,72.78,32,12.91,0,1538016697
3292,Waterloo,CA,43.47,-80.52,,53.6,93,2.24,1,1538013600
3293,Ilo,PE,-17.65,-71.34,,52.26,99,3.18,12,1538016697
3294,San Joaquin,BO,-16.38,-58.39,,79.53,73,4.52,24,1538016698
3295,Tucurui,BR,-3.77,-49.67,,74.58,95,3.74,76,1538016698
3296,Bantry,IE,51.68,-9.45,,48.21,100,3.85,0,1538016698
3297,Trujillo,VE,9.37,-70.44,,63.15,92,1.72,12,1538016698
3298,Yarmouth,CA,43.84,-66.12,,64.4,100,21.92,90,1538015700
3299,Trieste,IT,45.65,13.77,,57.2,87,5.82,0,1538015400
3300,Le Pradet,FR,46.44,1.83,,50,71,3.36,0,1538015400
3301,Dedougou,BF,12.47,-3.47,,72.51,94,6.76,20,1538016700
3302,La Reforma,MX,25.08,-108.06,,82.4,83,5.82,90,1538012460
3303,Copiapo,CL,-27.37,-70.33,,57.2,76,4.7,24,1538013600
3304,Sao Mateus,BR,-18.72,-39.86,,76.11,92,11.01,100,1538016700
3305,Tyup,KG,42.73,78.36,,41.82,60,3.51,12,1538016701
3306,Chauk,MM,20.89,94.82,,83.85,85,6.2,8,1538016437
3307,Tupaciguara,BR,-18.59,-48.7,,72.51,43,7.2,12,1538016701
3308,Virden,CA,49.85,-100.93,,50.01,72,15.03,24,1538016597
3309,Zanesville,US,39.94,-82.01,,57.92,90,3.36,1,1538014620
3310,Jieshi,CN,22.82,115.83,,81.15,100,5.08,0,1538016702
3311,Atasu,KZ,48.68,71.64,,50.01,82,11.01,0,1538016464
3312,Saint-Andre-Les-Vergers,FR,48.29,4.05,,44.6,93,2.73,0,1538015400
3313,Roseburg,US,43.22,-123.34,,82.94,18,9.17,1,1538013360
3314,Urengoy,RU,65.96,78.37,,56.13,75,15.59,48,1538016703
3315,Inverness,CA,46.26,-71.52,,57.2,82,9.17,75,1538013600
3316,Azatavan,AM,39.98,44.51,,59,62,2.24,0,1538013600
3317,Dongsheng,CN,29.72,112.52,,72.87,85,6.53,20,1538016703
3318,Balsas,BR,-7.53,-46.04,,91.59,28,10.11,88,1538016508
3319,Duvan,RU,55.69,57.9,,47.22,99,3.29,92,1538016704
3320,Manaure,CO,11.78,-72.45,,83.49,95,20.62,20,1538016704
3321,Vondrozo,MG,-22.82,47.32,,63.51,94,2.51,24,1538016704
3322,Sao Luiz Gonzaga,BR,-28.41,-54.96,,68.82,95,2.84,12,1538016704
3323,Linqiong,CN,30.42,103.46,,66.2,88,4.47,40,1538013600
3324,Capesterre-Belle-Eau,GP,16.04,-61.57,,80.6,78,6.93,20,1538015400
3325,Manglaur,IN,29.79,77.88,,75.03,88,4.29,8,1538016705
3326,Kuantan,MY,3.82,103.33,,86,79,4.7,75,1538013600
3327,Sargatskoye,RU,55.6,73.49,,54.15,71,5.64,0,1538016706
3328,Guerrero,MX,19.43,-97.69,,54.96,69,4.74,20,1538016706
3329,Orchard Homes,US,46.86,-114.05,,62.06,5,3.36,20,1538013180
3330,Yenotayevka,RU,47.24,47.04,,44.61,100,4.97,0,1538016707
3331,Rujewa,TZ,-8.7,34.38,,54.33,88,4.74,0,1538016707
3332,Priargunsk,RU,50.37,119.09,,59.91,41,12.12,0,1538016707
3333,Lisakovsk,KZ,52.55,62.49,,55.05,50,12.24,20,1538016707
3334,Synya,RU,65.37,58.04,,39.48,89,10,48,1538016708
3335,Kosa,RU,59.94,54.99,,37.41,95,8.77,0,1538016708
3336,Davila,PH,18.47,120.58,,86,70,6.93,20,1538013600
3337,Tayu,ID,-6.54,111.05,,87.27,65,5.64,0,1538016708
3338,Videira,BR,-27.01,-51.15,,59.73,98,2.39,36,1538016612
3339,Boende,CD,-0.28,20.88,,69.45,100,2.39,56,1538016709
3340,Qixia,CN,37.31,120.83,,73.59,56,5.53,0,1538016709
3341,Tougue,GN,11.45,-11.68,,67.56,91,0.38,36,1538016709
3342,Talkha,EG,31.05,31.37,,63.51,89,3.18,0,1538016710
3343,Canoinhas,BR,-26.18,-50.4,,61.71,98,3.06,68,1538016710
3344,Cadiz,ES,36.53,-6.3,,77,69,5.82,0,1538015400
3345,Stavern,NO,59,10.03,,51.8,61,8.05,76,1538014800
3346,Giyon,ET,8.53,37.98,,59.28,56,4.97,88,1538016711
3347,Timon,BR,-5.1,-42.84,,84.2,66,11.41,0,1538013600
3348,Puerto Pailas,BO,-17.67,-62.79,,77,78,4.7,12,1538013600
3349,Picos,BR,-7.08,-41.47,,82.5,34,12.68,0,1538016711
3350,Great Yarmouth,GB,52.61,1.73,,51.8,93,3.36,0,1538014800
3351,Ribeirao Pires,BR,-23.71,-46.41,,71.6,88,4.7,64,1538013960
3352,Milheiros De Poiares,PT,40.92,-8.47,,64.4,93,4.41,0,1538015400
3353,Jining,CN,35.41,116.58,,73.41,69,4.63,0,1538016712
3354,Matam,SN,15.66,-13.26,,80.25,67,3.4,0,1538016712
3355,Avallon,FR,47.49,3.91,,42.72,82,2.73,0,1538016713
3356,Damaturu,NG,11.75,11.96,,70.26,90,9.89,0,1538016713
3357,Krugersdorp,ZA,-26.1,27.78,,69.8,32,6.93,0,1538013600
3358,San Gabriel,EC,0.6,-77.84,,49.65,100,1.16,56,1538016713
3359,Santa Isabel,MX,32.63,-115.58,,96.98,19,1.83,20,1538013360
3360,Murray Bridge,AU,-35.12,139.28,,59.01,90,11.01,32,1538016714
3361,Yoichi,JP,43.19,140.77,,60.81,91,6.98,92,1538016714
3362,Bonga,ET,7.26,36.25,,57.48,96,2.17,64,1538016714
3363,Yebaishou,CN,41.4,119.64,,65.85,56,9.44,0,1538016715
3364,Rzhyshchiv,UA,49.97,31.05,,46.4,70,11.18,90,1538013600
3365,Novyy Svit,UA,47.81,38.02,,33.18,84,6.08,0,1538016715
3366,Zolotukhino,RU,52.08,36.38,,42.8,70,13.42,0,1538013600
3367,Santander,ES,43.46,-3.8,,59,100,2.24,0,1538015400
3368,Bela,PK,26.23,66.31,,72.06,83,1.72,68,1538016716
3369,Sefophe,BW,-22.18,27.97,,65.58,42,9.33,0,1538016716
3370,Morgan City,US,29.7,-91.21,,75.92,97,4.7,75,1538014500
3371,Inongo,CD,-1.93,18.29,,75.75,86,4.74,32,1538016572
3372,Alamogordo,US,32.9,-105.96,,67.64,59,8.05,1,1538014500
3373,Ures,MX,30.73,-112.95,,80.25,65,4.29,0,1538016717
3374,Sahuaripa,MX,29.05,-109.23,,70.89,65,1.28,0,1538016717
3375,Ketou,BJ,7.36,2.6,,74.58,97,3.4,68,1538016718
3376,North Battleford,CA,52.78,-108.3,,44.6,70,11.41,75,1538013600
3377,Burabod,PH,11.59,124.89,,85.92,88,15.26,24,1538016718
3378,Trondheim,NO,63.43,10.4,,46.4,81,21.92,75,1538013000
3379,Kristiansand,NO,58.15,8,,50,81,6.93,20,1538014800
3380,Andros,GR,37.83,24.93,,62.6,72,32.21,64,1538014800
3381,Villa Carlos Paz,AR,-31.42,-64.5,,60.8,93,11.41,90,1538013600
3382,Timmins,CA,48.48,-81.33,,41,100,4.7,75,1538013600
3383,Chernyshkovskiy,RU,48.42,42.23,,34.26,83,5.41,0,1538016719
3384,Bodrum,TR,37.04,27.43,,69.8,37,9.17,40,1538014800
3385,Puro,PH,13.13,123.76,,84.03,82,13.91,80,1538016720
3386,Kyshtovka,RU,56.56,76.62,,53.79,75,9.44,8,1538016720
3387,Chalchihuites,MX,23.48,-103.88,,59.28,63,6.08,24,1538016720
3388,Sonari,IN,27.03,95.02,,75.2,94,5.82,90,1538015400
3389,Lewes,GB,50.87,0.01,,44.6,100,1.12,0,1538014800
3390,Pangkalanbuun,ID,-2.68,111.62,,86.73,76,5.97,8,1538016721
3391,Sterling,US,39,-77.4,,72.14,100,10.67,75,1538014500
3392,Kozhevnikovo,RU,56.26,83.98,,58.38,79,4.18,0,1538016722
3393,Pallasovka,RU,50.04,46.89,,36.06,85,6.87,0,1538016722
3394,Coos Bay,US,43.37,-124.22,,57.92,83,19.46,1,1538014500
3395,Bow Island,CA,49.87,-111.38,,55.4,62,10.29,90,1538014680
3396,Kyshtym,RU,55.71,60.55,,54.15,84,0.6,92,1538016723
3397,Birjand,IR,32.86,59.22,,50,43,9.17,0,1538013600
3398,Sumbawanga,TZ,-7.95,31.62,,71.7,76,12.8,0,1538016723
3399,Alamo,MX,20.92,-97.68,,73.32,99,2.51,88,1538016724
3400,Utinga,BR,-5.82,-35.4,,77,78,11.41,40,1538013600
3401,Annau,TM,37.89,58.52,,62.6,45,4.7,0,1538013600
3402,Mayskiy,RU,43.63,44.06,,50,81,2.24,90,1538013600
3403,Florianopolis,BR,-27.6,-48.55,,69.8,94,2.24,40,1538013600
3404,Verkhnyaya Inta,RU,65.99,60.32,,43.08,93,7.54,80,1538016725
3405,Chongqing,CN,29.56,106.55,,64.4,88,11.18,90,1538013600
3406,Siddipet,IN,18.1,78.85,,77.46,93,4.63,20,1538016725
3407,Sapa,PH,14.32,120.76,,86,74,8.05,40,1538013600
3408,Marrakesh,MA,31.63,-7.99,,73.4,53,6.93,40,1538015400
3409,Passos,BR,-20.72,-46.61,,69.45,65,3.4,68,1538016726
3410,Ateli,IN,28.1,76.28,,82.05,71,4.63,0,1538016726
3411,Mossendjo,CG,-2.95,12.72,,70.08,98,2.39,92,1538016726
3412,Ustupo,PA,9.13,-77.93,,75.66,99,1.61,68,1538016727
3413,Zarubino,RU,42.65,131.06,,64.95,89,2.62,0,1538016727
3414,Mulchen,CL,-37.72,-72.23,,49.74,83,8.1,92,1538016624
3415,Divnomorskoye,RU,44.5,38.13,,53.16,93,11.45,0,1538016727
3416,Lethem,GY,3.38,-59.8,,76.65,86,7.76,48,1538016728
3417,Srostki,RU,52.42,85.7,,50.82,64,4.18,64,1538016728
3418,Novska,HR,45.34,16.98,,35.6,100,2.24,0,1538013600
3419,Tres De Maio,BR,-27.77,-54.24,,62.97,92,4.85,48,1538016680
3420,Peoria,US,40.69,-89.59,,57.92,88,6.42,1,1538015700
3421,Grants,US,35.15,-107.85,,58.28,62,4.7,1,1538014500
3422,Maketu,NZ,-37.76,176.45,,58.65,77,10.56,32,1538016729
3423,Arawa,PG,-6.23,155.57,,81.51,94,13.8,8,1538016729
3424,Presidente Epitacio,BR,-21.76,-52.12,,69.99,95,0.94,68,1538016729
3425,Belluno,IT,46.14,12.22,,50,87,1.12,0,1538014800
3426,Kilindoni,TZ,-7.91,39.67,,76.83,100,12.8,92,1538016556
3427,Grand Forks,US,47.91,-97.06,,48.56,100,5.82,1,1538014500
3428,Banff,CA,51.18,-115.57,,40.38,67,2.28,12,1538016730
3429,Lao Cai,VN,22.48,103.95,,72.06,95,2.06,92,1538016731
3430,Marang,MY,5.21,103.21,,84.2,79,4.7,75,1538013600
3431,Bolobo,CD,-2.17,16.23,,73.77,93,4.07,8,1538016731
3432,Namalenga,TZ,-10.95,39.1,,67.47,94,3.74,32,1538016731
3433,Saryozek,KZ,44.36,77.98,,54.15,52,3.51,0,1538016528
3434,Hurricane,US,37.18,-113.29,,84.02,3,4.7,1,1538013360
3435,Elliot Lake,CA,46.37,-82.65,,51.8,81,8.05,1,1538013600
3436,Huangchuan,CN,24.57,102.46,,68,77,4.47,40,1538013600
3437,Zavyalovo,RU,54.51,82.45,,51.8,93,4.47,0,1538013600
3438,Hampton,CA,45.53,-65.84,,69.8,100,28.86,90,1538013960
3439,Glenwood Springs,US,39.55,-107.33,,66.02,21,6.93,1,1538015340
3440,Trelleborg,SE,55.38,13.15,,57.2,87,13.87,75,1538014800
3441,Brandenburg,DE,48.24,10.06,,41,100,2.24,40,1538014800
3442,Concepcion Del Oro,MX,24.63,-101.42,,63.78,59,2.06,68,1538016734
3443,Winkler,CA,49.19,-97.94,,48.2,94,8.05,75,1538015700
3444,Spokane,US,47.66,-117.42,,66.92,5,3.74,1,1538013480
3445,New Amsterdam,GY,6.25,-57.52,,79.26,91,6.2,8,1538016734
3446,Biharamulo,TZ,-2.64,31.31,,58.83,85,3.18,0,1538016735
3447,Teseney,ER,15.11,36.66,,66.57,81,2.84,0,1538016637
3448,Cap-Chat,CA,49.1,-66.68,,59.37,80,17.83,92,1538016735
3449,Pirna,DE,50.96,13.94,,57.2,35,8.05,75,1538014800
3450,Sandpoint,US,48.28,-116.55,,60.98,54,2.62,90,1538015700
3451,Vezirkopru,TR,41.14,35.45,,53.6,71,12.75,75,1538014800
3452,Phuket,TH,7.89,98.4,,87.8,66,8.05,20,1538015400
3453,Jiujiang,CN,29.73,115.99,,72.24,80,11.23,12,1538016736
3454,Armidale,AU,-30.51,151.67,,54.51,97,2.62,76,1538016736
3455,Celica,EC,-4.1,-79.96,,65.4,89,1.95,92,1538016737
3456,Alingsas,SE,57.93,12.53,,53.6,76,12.75,40,1538014800
3457,Zhanakorgan,KZ,43.91,67.25,,57.48,59,3.4,0,1538016737
3458,Mont-Dore,NC,-22.23,166.53,,78.8,54,19.46,0,1538015400
3459,Kandi,BJ,11.13,2.93,,72.96,91,8.43,8,1538016738
3460,Jieshou,CN,33.26,115.35,,74.76,67,6.87,0,1538016738
3461,Belogorsk,RU,50.92,128.47,,63.87,73,7.31,0,1538016738
3462,De Panne,BE,51.1,2.59,,44.6,93,1.12,0,1538015400
3463,Santa Maria Da Vitoria,BR,-13.39,-44.19,,71.79,44,8.77,20,1538016739
3464,Sainte-Rose,RE,-21.13,55.8,,69.8,64,9.17,0,1538013600
3465,Nenjiang,CN,49.17,125.23,,64.5,66,8.77,0,1538016739
3466,Thanh Hoa,VN,10.21,106.33,,86.1,84,8.99,24,1538016739
3467,Bastrop,US,32.78,-91.91,,71.96,98,10.22,90,1538015700
3468,Farsund,NO,58.09,6.8,,51.18,100,9.78,92,1538016740
3469,Aksha,RU,50.28,113.29,,55.77,54,5.86,68,1538016740
3470,Camaqua,BR,-30.85,-51.81,,63.87,98,2.95,92,1538016740
3471,Falkenberg,SE,56.9,12.49,,55.4,82,27.51,0,1538014800
3472,Mufulira,ZM,-12.55,28.24,,60.09,45,7.65,0,1538016741
3473,Ballitoville,ZA,-29.54,31.21,,60.63,90,4.07,32,1538016741
3474,Portlethen,GB,57.05,-2.13,,60.8,67,16.11,0,1538014800
3475,Berdychiv,UA,49.89,28.58,,44.16,62,15.82,88,1538016741
3476,Gobabis,NA,-22.45,18.97,,57.2,28,2.24,76,1538013600
3477,Lakhdenpokhya,RU,61.52,30.2,,44.79,100,23.64,92,1538016722
3478,Ellwangen,DE,47.98,9.94,,44.6,100,2.24,40,1538014800
3479,Shirwal,IN,18.15,73.98,,73.05,99,3.18,56,1538016742
3480,Tokat,TR,40.33,36.55,,39.2,93,9.17,20,1538013000
3481,Fort Collins,US,40.55,-105.07,,60.08,8,4.7,1,1538015760
3482,Dire Dawa,ET,9.59,41.86,,55.68,71,2.51,20,1538016743
3483,Dzilam Gonzalez,MX,21.28,-88.93,,77.91,90,2.95,32,1538016743
3484,Waddan,LY,29.16,16.14,,68.73,85,6.42,32,1538016744
3485,Zvishavane,ZW,-20.32,30.05,,62.61,55,4.29,0,1538016744
3486,La Primavera,CO,5.49,-70.41,,78.18,80,6.76,56,1538016744
3487,Gazli,UZ,40.13,63.45,,56.58,39,4.97,0,1538016744
3488,Damavand,IR,35.72,52.07,,66.2,42,0.6,0,1538013600
3489,Georgiyevskoye,RU,44.16,39.25,,49.83,74,5.97,0,1538016745
3490,Vilcun,CL,-38.65,-72.23,,43.35,90,5.08,92,1538016745
3491,Mporokoso,ZM,-9.37,30.12,,72.15,43,14.7,0,1538016746
3492,Aizawl,IN,23.74,92.72,,79.8,77,1.95,12,1538016746
3493,Katav-Ivanovsk,RU,54.75,58.21,,50.37,98,3.85,92,1538016746
3494,Tuapse,RU,44.1,39.07,,49.83,74,5.97,0,1538016746
3495,Mogadouro,PT,41.34,-6.71,,55.95,89,2.17,24,1538016746
3496,Alberton,CA,46.81,-64.06,,67.11,86,24.2,88,1538016747
3497,Macia,MZ,-25.03,33.09,,71.79,88,7.87,88,1538016747
3498,Esfahan,IR,32.66,51.68,,50,43,1.95,0,1538013600
3499,Chagoda,RU,59.16,35.33,,45.69,95,15.59,88,1538016747
3500,Carbonia,IT,39.17,8.53,,55.4,82,6.93,0,1538014800
3501,Okakarara,NA,-20.59,17.46,,61.53,25,8.99,0,1538016748
3502,Susanville,US,40.42,-120.65,,64.4,18,6.93,1,1538015700
3503,Roanoke Rapids,US,36.46,-77.65,,73.4,100,4.7,40,1538015700
3504,Saint-Denis,RE,-20.87,55.47,,69.8,64,9.17,0,1538013600
3505,Weinan,CN,34.5,109.46,,62.6,72,4.47,40,1538013600
3506,Antropovo,RU,55.25,37.65,,41,86,17.9,75,1538013600
3507,Bandarban,BD,22.2,92.22,,82.4,83,2.73,75,1538013600
3508,Mazamari,PE,-11.33,-74.53,,66.39,88,1.5,32,1538016750
3509,Lafiagi,NG,8.85,5.42,,72.69,98,3.29,56,1538016750
3510,Ordzhonikidze,UA,44.96,35.36,,52.98,100,11.23,32,1538016750
3511,Sinazongwe,ZM,-17.26,27.46,,67.38,72,3.62,0,1538016750
3512,Bintulu,MY,3.17,113.03,,80.6,88,5.82,75,1538013600
3513,Santiago De Cuba,CU,20.03,-75.83,,80.42,78,5.82,20,1538013360
3514,Toyooka,JP,35.55,134.82,,73.4,100,9.17,40,1538013600
3515,Kangaatsiaq,GL,68.31,-53.46,,36.24,100,8.77,76,1538016751
3516,Beeville,US,28.4,-97.75,,76.28,93,9.17,90,1538014500
3517,Panalingaan,PH,8.78,117.42,,80.43,97,8.77,44,1538016752
3518,Dhrangadhra,IN,22.99,71.47,,76.65,85,5.75,0,1538016752
3519,Tizimin,MX,21.14,-88.15,,78.54,87,4.41,20,1538016752
3520,Salina Cruz,MX,16.18,-95.2,,81.24,68,8.21,32,1538016753
3521,Manyana,BW,-24.78,25.59,,71.6,21,6.93,0,1538013600
3522,Koch Bihar,IN,26.32,89.46,,76.83,100,4.52,100,1538016692
3523,Nizhneudinsk,RU,54.91,99.03,,41.28,79,6.98,80,1538016610
3524,Nangomba,TZ,-10.9,38.52,,67.92,94,3.18,44,1538016753
3525,Pervomayskiy,RU,53.24,40.29,,40.92,74,19.06,92,1538016754
3526,Perelyub,RU,51.87,50.37,,38.85,94,8.43,0,1538016754
3527,Linxia,CN,35.6,103.21,,40.65,94,4.29,56,1538016501
3528,Amarillo,US,35.21,-101.83,,60.08,66,5.82,1,1538014500
3529,Pemberton,CA,50.32,-122.8,,51.18,62,1.05,0,1538016755
3530,Parry Sound,CA,45.34,-80.04,,48.66,81,5.75,0,1538016755
3531,Xifeng,CN,42.73,124.72,,63.69,73,3.74,0,1538016755
3532,Abrau-Dyurso,RU,44.7,37.6,,42.8,93,6.71,0,1538013600
3533,Korba,IN,22.35,82.71,,85.47,72,1.16,88,1538016756
3534,Talakan,RU,50.29,130.28,,61.71,43,3.96,0,1538016756
3535,Zabaykalsk,RU,49.63,117.32,,59.73,44,17.6,0,1538016756
3536,Caala,AO,-12.85,15.56,,53.79,94,1.95,56,1538016756
3537,Lindsay,US,36.2,-119.09,,87.08,29,1.95,1,1538013360
3538,Liling,CN,27.65,113.49,,64.4,93,8.95,90,1538013600
3539,Arinos,BR,-15.92,-46.11,,69.09,45,6.42,0,1538016757
3540,Colquechaca,BO,-18.7,-66,,34.71,59,1.95,36,1538016757
3541,Potchefstroom,ZA,-26.71,27.1,,57.3,43,2.62,24,1538016758
3542,Kaitong,CN,44.81,123.15,,69.18,48,10.45,0,1538016758
3543,Pecos,US,31.42,-103.49,,57.2,86,9.44,1,1538014500
3544,Grootfontein,NA,-19.56,18.1,,60.18,34,5.41,0,1538016759
3545,Tambun,ID,-6.26,107.07,,86,66,4.7,40,1538015400
3546,Mugumu,TZ,-1.84,34.67,,63.51,70,7.87,0,1538016759
3547,Liwale,TZ,-9.8,37.92,,68.91,88,5.3,64,1538016759
3548,Diveyevo,RU,55.04,43.25,,39.03,77,15.37,92,1538016760
3549,Itapirapua,BR,-15.82,-50.61,,71.25,62,4.97,8,1538016760
3550,Mersing,MY,2.43,103.84,,85.74,90,4.52,0,1538016760
3551,Waihi Beach,NZ,-37.4,175.93,,57.75,61,5.97,80,1538016760
3552,Carsamba,TR,41.2,36.72,,59,82,4.7,75,1538013000
3553,Brokopondo,SR,5.06,-54.98,,78.8,94,6.93,20,1538013600
3554,Solwezi,ZM,-12.18,26.4,,58.83,51,7.43,0,1538016761
3555,Dokka,NO,60.83,10.07,,45.78,63,5.08,8,1538016761
3556,Huangmei,CN,30.1,115.95,,72.24,80,11.23,12,1538016762
3557,Chelmza,PL,53.18,18.6,,55.4,62,18.34,75,1538015400
3558,Jensen Beach,US,27.25,-80.23,,82.94,74,6.93,1,1538015700
3559,Niono,ML,14.25,-5.99,,76.38,66,10.56,0,1538016762
3560,Yuzhno-Kurilsk,RU,44.03,145.86,,58.38,100,14.47,88,1538016762
3561,Angoche,MZ,-16.23,39.91,,75.48,100,9.44,0,1538016763
3562,Gotha,DE,50.95,10.69,,48.2,61,8.05,20,1538014800
3563,Jaisalmer,IN,26.91,70.91,,77.46,65,9.33,0,1538016763
3564,Lubana,LV,56.9,26.72,,46.5,82,15.26,0,1538016763
3565,Sujangarh,IN,27.7,74.46,,82.5,56,4.29,0,1538016764
3566,Lianyuan,CN,27.69,111.67,,64.95,94,3.96,80,1538016764
3567,Tramore,IE,52.16,-7.15,,50.55,100,7.2,8,1538016764
3568,Oros,BR,-6.24,-38.91,,80.52,45,8.99,0,1538016764
3569,Kristianstad,SE,56.03,14.16,,55.4,76,12.75,0,1538014800
3570,Gloversville,US,43.05,-74.34,,66.02,77,14.99,1,1538013180
3571,Kaoma,ZM,-14.8,24.8,,66.48,39,11.23,8,1538016765
3572,Trat,TH,12.25,102.51,,86,79,4.7,40,1538013600
3573,West Freehold,US,40.24,-74.3,,75.2,93,5.82,75,1538014920
3574,Lerwick,GB,60.15,-1.15,,48.2,81,11.41,92,1538014800
3575,Natchez,US,31.56,-91.4,,73.4,100,6.76,90,1538014680
3576,Bytow,PL,54.17,17.49,,57.2,87,24.16,75,1538015400
3577,Santa Ana,PH,15.09,120.77,,86,74,6.93,75,1538013600
3578,San Javier,CL,-35.59,-71.74,,56.13,75,4.74,88,1538016767
3579,Piojo,CO,10.75,-75.11,,82.4,88,3.36,40,1538013600
3580,Lagunas,PE,-5.23,-75.68,,77.28,92,2.06,32,1538016768
3581,Cassilandia,BR,-19.11,-51.73,,77.73,64,5.08,64,1538016768
3582,Padampur,IN,29.71,73.62,,84.39,72,4.63,0,1538016768
3583,Swadlincote,GB,52.77,-1.56,,59,93,2.24,75,1538014800
3584,Duobao,CN,30.67,112.69,,73.68,83,6.76,12,1538016769
3585,Dobre Miasto,PL,53.99,20.4,,57.75,95,21.3,92,1538016623
3586,Besskorbnaya,RU,44.65,41.31,,44.61,100,2.73,20,1538016769
3587,Pervomayskaya,RU,43.4,45.52,,48.48,100,2.73,92,1538016769
3588,Itacoatiara,BR,-3.14,-58.44,,79.08,91,2.17,20,1538016769
3589,Shunyi,CN,40.13,116.65,,64.4,63,4.47,92,1538013600
3590,Bogande,BF,12.97,-0.14,,78.09,65,6.31,0,1538016770
3591,Kirkwall,GB,58.98,-2.96,,51.8,100,3.36,92,1538014800
3592,Kalemie,CD,-5.95,29.2,,79.98,87,11.12,44,1538016770
3593,Kungalv,SE,57.87,11.98,,53.6,76,12.75,40,1538014800
3594,Mkushi,ZM,-13.61,29.4,,61.08,48,10.56,0,1538016771
3595,Ciudad Guayana,VE,8.32,-62.69,,80.25,85,4.74,36,1538016771
3596,Shanghai,CN,31.23,121.49,,78.8,57,13.42,75,1538013600
3597,Petlawad,IN,22.96,74.82,,76.47,91,3.96,0,1538016772
3598,Satana,IN,20.6,74.2,,79.26,70,4.18,0,1538016772
3599,Policoro,IT,40.21,16.68,,57.2,62,8.05,5,1538013300
3600,Portree,GB,57.41,-6.19,,54.87,98,29.35,92,1538016772
3601,Rach Gia,VN,10.02,105.08,,86.91,82,13.13,36,1538016773
3602,Stanovoye,RU,52.76,38.34,,41.46,76,20.29,92,1538016773
3603,Bassila,BJ,9,1.66,,71.88,96,2.73,68,1538016773
3604,Dinhata,IN,26.13,89.46,,76.83,100,4.52,100,1538016773
3605,Mastung,PK,29.8,66.85,,60.81,34,0.6,8,1538016773
3606,Ifanadiana,MG,-21.3,47.64,,59.82,97,2.39,68,1538016774
3607,Narasannapeta,IN,18.42,84.04,,82.59,84,3.96,48,1538016774
3608,Port-De-Bouc,FR,43.4,4.98,,59,100,5.82,0,1538015400
3609,Gusinoye Ozero,RU,51.11,106.26,,42.54,73,14.03,20,1538016774
3610,Anqiu,CN,36.48,119.21,,72.51,68,5.19,20,1538016775
3611,San Francisco,AR,-31.43,-62.08,,64.68,99,6.64,92,1538016775
3612,Biryukove,UA,47.96,39.74,,30.48,79,4.07,0,1538016775
3613,Tocache,PE,-8.19,-76.51,,56.94,87,1.95,20,1538016775
3614,Portobelo,PA,9.55,-79.65,,75.2,88,4.7,40,1538013600
3615,Tutoia,BR,-2.76,-42.27,,78.81,82,16.37,8,1538016776
3616,Charagua,BO,-19.79,-63.2,,72.06,79,4.63,8,1538016776
3617,Ihosy,MG,-22.4,46.13,,59.37,93,4.74,88,1538016776
