,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date,Adj Temp,Elevation (ft)
6962,Qinhuangdao,CN,39.94,119.59,5.751645088195801,70.8,52,5.41,0,1538017655,70.86604579544904,18.87022727115631
6963,Zhuravka,UA,48.23,37.37,187.0142211914062,32.28,90,5.41,0,1538017655,34.42747308108765,613.563737453613
6964,Pratapgarh,IN,25.92,82,97.89155578613281,85.11,82,4.18,24,1538017655,86.23408286159882,321.166531885376
6965,Nobeoka,JP,32.66,131.66,550.7254638671875,72.51,65,4.97,0,1538017655,78.83394745805909,1806.8421308740235
6966,Dimbokro,CI,6.65,-4.7,81.15110778808594,71.88,96,3.06,76,1538017656,72.81185330166412,266.24380047546384
6967,Kupino,RU,54.36,77.31,121.8239974975586,56.85,76,4.41,12,1538017656,58.24889765382461,399.68504394989014
6968,Yasnyy,RU,64.04,44.09,60.98321533203125,41.91,96,10.89,92,1538017656,42.610266602664794,200.07617218994142
6969,Marapanim,BR,-0.71,-47.7,18.02289772033691,81.24,99,16.93,88,1538017514,81.44695585314876,59.13024375679015
6970,Nauen,DE,52.61,12.88,31.8784065246582,59,58,10.29,75,1538016600,59.36605782941826,104.58795126235961
6971,Gryazovets,RU,58.88,40.25,185.2820281982422,39.84,96,28.79,92,1538017536,41.96758241287873,607.8806893939209
6972,Juntas,CR,10.28,-84.96,156.383056640625,74.58,97,2.84,92,1538017657,76.37573725642089,513.0677875488282
6973,Buzmeyin,TM,38.05,58.21,224,62.6,45,4.7,0,1538013600,65.17217856,734.90816
6974,Lesozavodsk,RU,45.47,133.42,77.62657165527344,62.79,82,4.63,0,1538017658,63.68138126472321,254.6803613494873
6975,Teacapan,MX,22.54,-105.74,5.272136688232422,79.08,75,1.72,68,1538017658,79.14053962926278,17.297036932220458
6976,Guane,CU,22.2,-84.09,16.37639045715332,80.25,81,5.75,8,1538017658,80.43804910903606,53.7283168674469
6977,Shahe,CN,36.85,114.5,67.20286560058594,73.59,63,4.74,8,1538017658,74.3616864735196,220.48184957702637
6978,Montespertoli,IT,43.64,11.08,240.7627105712891,46.4,65,2.24,0,1538014800,49.164663759727475,789.9039313507081
6979,Sidi Bin Nur,TN,35.53,10.92,11.41043472290039,69.8,60,19.46,40,1538015400,69.93102533729697,37.435810656280516
6980,Rio Grande City,US,26.38,-98.82,57.32039260864258,84.92,74,10.29,1,1538016900,85.57820662910149,188.05903688613893
6981,Khotyn,UA,48.51,26.49,237.9728698730469,42.8,70,4.47,0,1538015400,45.53262818638,780.7509103942872
6982,Fengcheng,CN,40.45,124.07,64.6497802734375,67.83,70,3.62,0,1538017660,68.57236954789306,212.10558511230468
6983,Shahr-E Babak,IR,30.12,55.12,1849.181640625,50.28,37,4.18,0,1538017660,71.51404182839843,6066.869093828125
6984,Geilo,NO,60.53,8.21,764.9352416992188,38.85,68,8.1,76,1538017398,47.63370548431763,2509.630138376465
6985,Zheshart,RU,62.09,49.59,91.03819274902344,39.57,83,12.24,92,1538017661,40.615386105045474,298.68174429870606
6986,Kant,KG,42.89,74.85,741.2133178710938,48.03,41,2.28,12,1538017661,56.5413080563147,2431.802301804199
6987,Bauska,LV,56.41,24.19,23.21993255615234,51.8,76,5.82,0,1538016600,52.06663309234634,76.18088352752685
6988,Mvomero,TZ,-6.3,37.45,409.0088806152344,66.2,93,0.16,75,1538013600,70.89662443557191,1341.8926958776856
6989,Kaliua,TZ,-5.06,31.79,1084.224853515625,72.51,43,8.77,0,1538017662,84.96008893942872,3557.168268408203
6990,Mysliborz,PL,52.92,14.87,58,55.23,82,15.7,20,1538017662,55.89601052,190.28872
6991,Bunbury,AU,-33.33,115.63,9.60010814666748,62.88,68,9.66,20,1538017662,62.990237465841695,31.496418811912537
6992,Yorkton,CA,51.21,-102.46,505,48.2,61,11.41,90,1538013600,53.998884700000005,1656.8242
6993,Chistoye,RU,56.54,43,105.5577697753906,41,75,17.9,40,1538015400,42.21211353686462,346.3181533898925
6994,Dhampur,IN,29.31,78.51,239.6933288574219,78.09,99,3.96,0,1538017663,80.84238411367005,786.395461048584
6995,Ilam,IR,33.64,46.42,1411.20361328125,64.4,45,4.7,0,1538013600,80.6047664190918,4629.933262597656
6996,Chernushka,RU,56.5,56.08,137.0888824462891,43.53,95,6.76,92,1538017664,45.10418341179779,449.7666890850831
6997,Valenca,BR,-13.37,-39.07,4.285333156585693,74.76,85,6.2,92,1538017664,74.80920822351709,14.059492433452606
6998,Charsadda,PK,34.14,71.73,295.3889465332031,73.4,69,6.93,20,1538015400,76.79193354970398,969.1238713439941
6999,Kragujevac,RS,44.01,20.91,183.2079925537109,30.2,100,1.12,0,1538015400,32.30376638601471,601.0761102899169
7000,Arkhangelsk,RU,64.54,40.54,1,42.8,93,13.42,90,1538015400,42.81148294,3.28084
7001,Iaciara,BR,-14.1,-46.63,575.0000610351562,71.52,41,9.33,0,1538017665,78.12269120086303,1886.483200246582
7002,Zar,AM,40.26,44.73,1621.560424804688,59,62,1.12,0,1538015400,77.62028106440674,5320.080304116213
7003,Gulu,UG,2.77,32.3,1119.044799804688,68.82,75,4.74,0,1538017666,81.66992429346924,3671.406940991212
7004,Revda,RU,67.94,34.55,241.2035522460938,38.76,100,2.95,92,1538017666,41.529725918228756,791.3502623510744
7005,Fivizzano,IT,44.24,10.13,363.2078857421875,46.4,75,2.24,0,1538014500,50.570694359504394,1191.6269598583983
7006,Araguaina,BR,-7.19,-48.21,229.1973266601562,75.12,88,3.4,8,1538017666,77.75185915019898,751.9597571997068
7007,Tikapur,NP,28.53,81.12,159.8240051269531,74.85,84,2.73,24,1538017667,76.68524946143249,524.3569889807128
7008,Capanema,BR,-25.67,-53.8,364.4337768554688,68,93,4.41,0,1538013600,72.18477119360473,1195.6489124584962
7009,Solaro,IT,44.35,9.32,245.5867919921875,62.6,45,8.05,0,1538014800,65.42005839723878,805.7309706396484
7010,Urambo,TZ,-5.07,32.07,1119.045288085938,72.51,43,8.77,0,1538017667,85.35992990037354,3671.4085429638685
7011,Macau,BR,-5.11,-36.64,4.950716972351074,76.11,67,11.79,0,1538017668,76.16684878595049,16.2425102715683
7012,Munkebo,DK,55.46,10.56,10.58479499816895,59.28,95,15.82,92,1538017668,59.40154456587628,34.72701882179262
7013,Mascote,BR,-15.56,-39.3,96.61980438232422,74.67,90,5.64,92,1538017617,75.77947941653397,316.9941190097046
7014,Osa,RU,57.28,55.46,99,44.7,83,5.64,68,1538017669,45.83681106,324.80316
7015,Iisaku,EE,59.1,27.31,63.79693222045898,52.08,89,29.57,56,1538017669,52.812576344871594,209.30752710617062
7016,Severobaykalsk,RU,55.65,109.32,560.9439697265625,37.86,90,2.84,68,1538017669,44.301285947731934,1840.3674136376953
7017,Placerville,US,38.73,-120.8,559.9013671875,89.6,51,3.36,1,1538015700,96.02931380533202,1836.9468015234374
7018,Kaarina,FI,60.41,22.37,20.70901679992676,48.2,57,13.87,64,1538016600,48.437800397372555,67.94297067787171
7019,Bandrele,YT,-12.91,45.19,25.70224189758301,78.8,74,13.87,0,1538015400,79.09513730157543,84.32494330726625
7020,Yarovoye,RU,52.92,78.56,101.098258972168,59.73,76,4.29,0,1538017670,60.89090524188186,331.6872119662477
7021,Kharhial,IN,20.28,82.77,232.9400634765625,82.77,82,4.41,68,1538017670,85.44483677249755,764.2390778564453
7022,Itigi,TZ,-5.7,34.5,1315,61.26,87,13.47,12,1538017671,76.3600661,4314.3046
7023,Mocajuba,BR,-2.58,-49.5,19.2053337097168,77.82,86,5.41,24,1538017671,78.04053369466865,63.00962704818727
7024,Independencia,PY,-25.72,-56.25,221.4648895263672,68.91,93,3.85,48,1538017671,71.4530680385379,726.5908681536865
7025,Lovrenc Na Pohorju,SI,46.54,15.39,426.7147521972656,37.4,93,1.12,0,1538015400,42.299939896596065,1399.9828275988768
7026,Santa Cruz De Tenerife,ES,28.47,-16.25,24.64716529846191,71.6,35,11.41,0,1538015400,71.88302192029231,80.86340579780577
7027,Tihemetsa,EE,58.15,25.05,75.04450225830078,47.13,74,19.06,0,1538017672,47.99173151676194,246.20900478912353
7028,Haripur,PK,33.99,72.93,526.005615234375,77,73,3.29,40,1538015400,83.04009091939942,1725.740262685547
7029,Matozinhos,BR,-19.56,-44.08,799.2405395507812,71.6,49,6.93,0,1538013600,80.77763116122924,2622.1803317797853
7030,Saumur,FR,47.26,-0.08,30.55660438537598,53.6,76,3.36,0,1538015400,53.95087965476101,100.25132993171692
7031,Agdas,AZ,40.65,47.48,45.65005111694336,61.8,89,2.51,100,1538017673,62.32419679797279,149.77051370651245
7032,King City,US,36.21,-121.13,98.93567657470703,57.02,89,11.41,90,1538013180,58.15607243796677,324.59212513336183
7033,Abashiri,JP,44.01,144.25,94.8019027709961,59,72,1.12,75,1538013600,60.088604561405184,311.0298746871948
7034,Kelo,TD,9.31,15.81,374,73.68,83,2.73,24,1538017673,77.97461956000001,1227.03416
7035,Chimore,BO,-16.98,-65.13,240.6509704589844,75.66,86,1.39,20,1538017674,78.4233806547223,789.5373299206544
7036,Yomou,GN,7.57,-9.26,388.4275207519531,68.55,99,3.06,92,1538017674,73.01028991514343,1274.3685471838378
7037,Opotiki,NZ,-38.01,177.29,8,57.75,98,9.22,44,1538017674,57.84186352,26.24672
7038,Fort Stewart,US,31.87,-81.61,25.8705940246582,81.86,74,3.36,90,1538015820,82.1570704789495,84.87727969985961
7039,Yuza,JP,39.05,139.95,175.8100128173828,59,82,16.11,75,1538013600,61.01881582858124,576.8045224517822
7040,Khao Wong,TH,16.69,104.09,185.0709686279297,87.8,70,5.82,20,1538013600,89.9251588284964,607.1882367132569
7041,Wolnzach,DE,48.61,11.62,407.7997741699219,39.2,100,1.12,0,1538016960,43.88274033880677,1337.9258110876465
7042,Sandy Bay,HN,16.33,-86.56,52.58666610717773,77,94,18.05,75,1538017200,77.60384953170876,172.52843763107296
7043,Darfield,NZ,-43.49,172.11,201,55.4,37,10.29,8,1538015400,57.70807094,659.44884
7044,Mont-Joli,CA,48.58,-68.19,89,60.8,82,20.8,90,1538013600,61.82198166,291.99476
7045,Turochak,RU,52.26,87.12,324.8586730957031,50.55,70,3.29,24,1538017676,54.28033265163757,1065.8093290393067
7046,Rylsk,RU,51.57,34.68,174.0773315429688,42.54,73,18.72,92,1538017676,44.53891955346802,571.1198724194338
7047,Vvedenskoye,RU,55.29,38.01,134,41,86,20.13,75,1538015400,42.53871396,439.63256
7048,Hof,NO,59.53,10.09,69.80149841308594,51.8,61,8.05,44,1538016600,52.60152641818756,229.00754805358886
7049,Mangalia,RO,43.8,28.58,0.1337362974882126,37.4,64,8.05,0,1538015400,37.40153568587988,0.43876739425122746
7050,Seimeni,RO,44.39,28.07,76.79129791259766,37.4,64,8.05,0,1538015400,38.281789866452485,251.9399618435669
7051,Mala,PE,-12.66,-76.63,29.79387474060059,59.73,99,7.54,20,1538017678,60.07212127601383,97.74893600395204
7052,Mutsu,JP,41.29,141.2,3.686817407608032,64.4,87,13.87,75,1538016240,64.44233550308252,12.095858023576735
7053,Vavuniya,LK,8.76,80.5,98.70310974121094,77.19,98,5.3,88,1538017678,78.32340188697174,323.8291105633545
7054,Uzunovo,RU,54.54,38.62,157.3689422607422,39.48,95,27.22,92,1538017678,41.287058121843565,516.3023205267334
7055,Tpig,RU,41.78,47.59,1705.68359375,42.09,100,2.17,92,1538017679,61.676262366015635,5596.07496171875
7056,Chaves,PT,41.74,-7.47,361.0671081542969,51.9,75,2.95,8,1538017679,56.0461119389093,1184.6034111169433
7057,Vazhiny,RU,60.96,34.04,30.7144718170166,42.63,91,13.13,32,1538017679,42.9826924370065,100.76926771614075
7058,Tauramena,CO,5.01,-72.75,448.3445434570312,74.4,86,3.18,56,1538017679,79.54831349184448,1470.9467119555661
7059,Moroto,UG,2.53,34.66,1375.407958984375,56.4,95,3.4,0,1538017680,72.19372706854004,4512.493448154297
7060,Petit Goave,HT,18.43,-72.87,3.710146427154541,77.91,100,2.95,76,1538017680,77.95260338881423,12.172396804065704
7061,Wilkie,CA,52.41,-108.71,661,44.6,70,11.41,75,1538013600,52.19022334,2168.63524
7062,Bang Saphan,TH,11.21,99.51,11.76069259643555,86,74,8.05,20,1538013600,86.13504732744332,38.584950698089614
7063,Telford,GB,52.68,-2.45,167.2133331298828,59,93,2.24,90,1538016600,60.920100671530456,548.6001918658447
7064,Nikolayevskaya,RU,43.22,44.21,386.9836730957031,50,81,2.24,90,1538013600,54.44371029913757,1269.6315140393067
7065,Blagoveshchenka,RU,52.83,79.87,107.0870132446289,58.74,82,3.4,0,1538017681,59.96967374786728,351.3353565335083
7066,Karlovo,BG,42.64,24.8,437.62255859375,37.4,69,4.7,0,1538017200,42.425193582978515,1435.7695951367186
7067,Kajiado,KE,-1.85,36.79,1730.81689453125,60.8,82,4.52,75,1538013600,80.67486655088867,5678.533300253906
7068,Natalicio Talavera,PY,-25.65,-56.31,143.9165802001953,68.91,93,3.85,48,1538017682,70.56258545544402,472.1672729840088
7069,Bembibre,ES,42.62,-6.42,653.0853271484375,59,67,5.82,0,1538017200,66.49933962652588,2142.66846472168
7070,Manhattan,US,39.18,-96.57,310.0818176269531,58.46,80,7.99,1,1538013360,62.020650906901245,1017.3288305432129
7071,Qesarya,IL,32.52,34.9,6.317333221435547,75.2,78,3.36,20,1538015100,75.27254155834176,20.726159526214598
7072,Senj,HR,45.35,13.91,161.2812652587891,57.2,57,4.7,0,1538017200,59.051983092090765,529.1380263116456
7073,Gangapur,IN,19.7,75.01,483.131591796875,76.47,86,4.29,0,1538017684,82.017771080708,1585.0774516308593
7074,Baraboo,US,43.47,-89.74,266.8402709960938,49.1,88,7.54,1,1538015700,52.16411082143189,875.4602346948244
7075,Yelbarga,IN,15.63,76.02,610.2877197265625,74.13,99,4.18,32,1538017684,81.13789726835692,2002.2563623876954
7076,Nowe Miasto Lubawskie,PL,53.43,19.59,86.9177474975586,56.76,91,20.74,92,1538017684,57.75807127944962,285.1632226998901
7077,Sorsk,RU,54,90.25,731.4400024414062,52.35,91,5.86,92,1538017513,60.74908166163452,2399.7376176098633
7078,Shimorskoye,RU,55.33,42.04,117,41.01,88,20.07,88,1538017685,42.35350398,383.85828
7079,Orekhovo-Zuevo,RU,55.81,38.98,119.8749847412109,40.02,95,27.78,92,1538017685,41.396517257284245,393.2906449383544
7080,Sherlovaya Gora,RU,50.53,116.31,758.62451171875,60.9,49,20.18,0,1538017685,69.6112397505957,2488.9256430273435
7081,Kawambwa,ZM,-9.8,29.07,1311.264038085938,75.75,50,2.62,100,1538017685,90.80716627349854,4302.047506713869
7082,Bardsir,IR,29.93,56.57,2042.244384765625,60.8,31,4.7,0,1538013600,84.25096973560059,6700.277067314453
7083,Mudigere,IN,13.13,75.64,937.4937133789062,68.19,98,2.39,92,1538017686,78.95518406110718,3075.766874602051
7084,Kandry,RU,54.55,54.1,143.8677062988281,44.88,96,5.08,80,1538017686,46.53202423936707,472.00692553344714
7085,Itaquyry,PY,-24.93,-55.22,265.1752014160156,68,94,6.93,90,1538017200,71.04499092734802,869.9974078137207
7086,Hrinova,SK,48.58,19.53,502.1658630371094,35.6,93,1.12,0,1538015400,41.366340475303346,1647.5258500866698
7087,Oxbow,CA,49.23,-102.17,584,53.6,50,11.41,90,1538013600,60.30603696,1916.01056
7088,Bagamoyo,TZ,-6.43,38.9,7.2311110496521,77,88,6.76,40,1538013600,77.08303441431649,23.724118376140595
7089,Sylvan Lake,CA,52.31,-114.09,942.1818237304688,44.6,93,6.93,90,1538013600,55.41901735098755,3091.147814567871
7090,Indian Head,CA,50.53,-103.67,585,49.47,57,15.26,88,1538017688,56.1875199,1919.2914
7091,Chulumani,BO,-16.41,-67.53,1810.473876953125,42.8,100,5.82,75,1538013600,63.58956290062011,5939.87511446289
7092,Ileza,RU,61.05,43.9,180,40.65,95,26.66,92,1538017688,42.716929199999996,590.5512
7093,Kortkeros,RU,61.81,51.56,89.75111389160156,37.4,86,13.42,0,1538015400,38.430606655750424,294.45904450012205
7094,Borgarnes,IS,64.54,-21.92,1,39.2,80,2.24,75,1538013600,39.21148294,3.28084
7095,Elmira,CA,43.6,-80.56,357,53.6,93,2.24,1,1538013600,57.69940958,1171.25988
7096,Dingli,MT,35.86,14.38,229.8893280029297,68,45,21.92,20,1538014500,70.63980536009797,754.2301028851318
7097,Haukipudas,FI,65.17,25.5,22,42.8,87,17.22,88,1538016600,43.052624679999994,72.17848
7098,Baran,IN,25.1,76.52,259,80.88,60,5.08,0,1538017690,83.85408145999999,849.73756
7099,Xianyang,CN,34.31,108.72,384.6850891113281,62.6,72,4.47,40,1538013600,67.01731579716004,1262.0902277600098
7100,Ferndale,US,48.85,-122.59,9.021045684814453,60.8,85,2.73,1,1538016960,60.90358812633598,29.59660752456665
7101,Kibungan,PH,16.7,120.66,1143.642211914062,77.91,79,2.73,32,1538017691,91.04237490087645,3752.107114536131
7102,Santa Rosa De Viterbo,BR,-21.49,-47.37,753.9191284179688,80.6,77,6.93,0,1538013600,89.25720811647582,2473.4880332788084
7103,Vila Real De Santo Antonio,PT,37.2,-7.42,2.807631969451904,77,69,17.22,0,1538015400,77.0322398694473,9.211391270656584
7104,Luyang,CN,31.88,117.26,18.54017066955566,73.4,64,13.42,20,1538013600,73.61289566738827,60.82733353950499
7105,Mweka,CD,-4.85,21.56,590.9310302734375,71.7,85,3.62,20,1538017692,78.48562556476807,1938.7501613623047
7106,Cayeli,TR,41.09,40.73,40.14537048339844,42.09,96,1.95,88,1538017516,42.55098688053864,131.71053729675293
7107,Iesolo,IT,45.53,12.64,1.111674547195435,50,71,3.36,0,1538014800,50.012765292124975,3.647226321420671
7108,Aragarcas,BR,-15.9,-52.25,313.9736328125,78.36,65,3.06,36,1538017692,81.96534038716797,1030.0972534765624
7109,Edson,CA,53.59,-116.44,932,42.8,100,2.24,90,1538015460,53.50210008,3057.74288
7110,Soroti,UG,1.71,33.61,1128.658081054688,64.23,94,2.73,0,1538017693,77.19031302526612,3702.9465786474625
7111,Khawhai,IN,23.52,93.19,1144.263793945312,75.66,85,1.83,44,1538017693,88.79951249004638,3754.1464257275375
7112,Wuning,CN,29.26,120.23,101.6648864746094,72.24,83,6.98,92,1538017694,73.40741179149475,333.5462261413575
7113,Ambo,PE,-10.13,-76.2,2107.492431640625,44.16,95,2.62,64,1538017694,68.3602091429834,6914.345469423828
7114,Conceicao Do Mato Dentro,BR,-19.04,-43.42,725.51416015625,61.89,75,5.41,0,1538017694,70.22103557022461,2380.295877207031
7115,Odesskoye,RU,54.21,72.97,121.0693359375,54.15,78,3.06,0,1538017694,55.54023192041016,397.2091201171875
7116,Ombessa,CM,4.6,11.26,466.7514038085938,69.72,98,1.16,92,1538017695,75.07967836484985,1531.336675671387
7117,San Pedro De Lloc,PE,-7.42,-79.5,53.53291702270508,62.25,98,11.68,0,1538017695,62.8647152741967,175.63293548477174
7118,El Angel,EC,0.62,-77.93,3231.7978515625,49.65,100,1.16,56,1538017695,86.76054082162109,10603.011663320312
7119,Dosso,NE,13.05,3.19,215.5664367675781,77.28,73,6.42,0,1538017695,79.7553364594159,707.2389884045409
7120,Nyrob,RU,60.74,56.73,171.0142211914062,41.73,89,8.43,12,1538017696,43.69374604108764,561.0702974536131
7121,Stillwater,US,36.12,-97.06,273.5451965332031,53.6,92,5.08,1,1538016900,56.74110307907898,897.4580225939941
7122,Daska,PK,32.34,74.35,236.0355529785156,78.8,78,4.85,20,1538017200,81.51038209271911,774.3948836340331
7123,Ivangorod,RU,59.38,28.23,34.39288711547852,51.45,84,21.74,92,1538017696,51.844931459173814,112.83755976394656
7124,Dombarovskiy,RU,50.76,59.54,269.5902099609375,56.22,40,12.01,68,1538017697,59.31568820556885,884.4823444482422
7125,Gympie,AU,-26.2,152.66,50.71908569335938,76.02,50,4.85,8,1538017616,76.6024042178717,166.4012051062012
7126,Kyenjojo,UG,0.61,30.64,1361.718872070312,55.41,82,2.39,0,1538017697,71.04653610485107,4467.581744243163
7127,Sagna,RO,46.97,27.01,200.0579833984375,39.2,70,3.62,0,1538015400,41.49725381988526,656.3582342529297
7128,Jalapa,NI,13.92,-86.13,690.6402587890625,67.38,97,2.17,92,1538017697,75.31058065325928,2265.880186645508
7129,Noboribetsu,JP,42.42,141.1,9.300737380981445,60.8,72,4.7,75,1538015400,60.90679980930157,30.514231229019163
7130,Nagapattinam,IN,10.76,79.84,7.385777950286865,82.68,77,4.18,44,1538017698,82.76481044505647,24.23155573041916
7131,Jianhu,CN,29.93,120.57,9.27822208404541,71.6,83,4.47,75,1538015400,71.70654126749777,30.440362142219545
7132,Jalingo,NG,10.3,10.93,514.4959716796875,69.45,97,8.99,68,1538017699,75.35792637303956,1687.978963725586
7133,Kataysk,RU,56.29,62.58,110.6133880615234,57.12,67,3.4,92,1538017699,58.390166898307186,362.9048280877684
7134,Siuna,NI,13.73,-84.78,194.2801513671875,73.86,97,2.51,48,1538017699,76.09090732134032,637.4020918115234
7135,Whittlesea,ZA,-32.18,26.82,1062.022216796875,42.63,51,3.96,0,1538017699,54.825137394145514,3484.3249697558595
7136,Dingtao,CN,35.07,115.56,53.94133377075195,74.58,64,4.74,0,1538017700,75.19940509920951,176.97288548843383
7137,Shouguang,CN,36.88,118.73,22.96263122558594,70.98,61,4.85,12,1538017700,71.24367851660553,75.33671903015137
7138,Pryluky,UA,50.6,32.39,119.6355590820312,43.44,68,15.7,88,1538017700,44.81376794680542,392.5051276586912
7139,Peskovka,RU,59.04,52.36,172,35.25,96,12.68,0,1538017663,37.22506568,564.30448
7140,Rumoi,JP,43.93,141.67,8.909953117370605,57.2,76,2.24,75,1538013600,57.30231245704958,29.232130585594177
7141,Glotovka,RU,53.95,46.7,303.7325134277344,37.86,81,9.22,0,1538017701,41.347742227739865,996.497779354248
7142,Mpophomeni,ZA,-29.57,30.18,1108.273193359375,48.93,100,1.72,0,1538017701,61.6562345829541,3636.067023701172
7143,Save,BJ,8.04,2.49,179,73.77,99,3.62,92,1538017701,75.82544625999999,587.27036
7144,Gari,RU,59.43,62.35,98.79713439941406,52.35,71,5.53,68,1538017702,53.48448156648041,324.13759042297363
7145,Verkhnyaya Sinyachikha,RU,57.98,61.67,119.9226684570312,51.9,90,3.96,92,1538017702,53.27706480653198,393.44708758056623
7146,Rimavska Sobota,SK,48.38,20.02,207.8765411376953,38.49,79,2.95,0,1538017702,40.87703384929169,682.0096712261962
7147,La Vista,US,41.18,-96.03,321.8729858398438,57.02,54,9.17,20,1538016900,60.716048184019776,1056.013766862793
7148,Gizycko,PL,54.04,21.76,115,57.3,96,22.53,100,1538017703,58.6205381,377.2966
7149,Burgeo,CA,47.61,-57.61,1,56.76,90,31.92,100,1538017703,56.77148294,3.28084
7150,West Lafayette,US,40.43,-86.91,188.87548828125,57.56,93,4.07,1,1538015700,59.7288458994043,619.6702569726563
7151,Dahanu,IN,19.97,72.73,0.8490579724311829,83.13,95,5.64,32,1538017703,83.13974968175394,2.785623358271122
7152,Porirua,NZ,-41.14,174.84,21.35733413696289,53.6,66,11.41,36,1538015400,53.845244986454695,70.06999612991333
7153,Ouallam,NE,14.32,2.08,230.3669891357422,77.46,69,3.18,0,1538017704,80.10529031422638,755.7972326361084
7154,Arras,FR,50.29,2.78,75.51569366455078,46.4,75,3.36,0,1538017200,47.26714217940842,247.7549084024048
7155,Jahazpur,IN,25.62,75.28,335.9582214355469,78.36,77,6.42,0,1538017704,82.2177880992511,1102.2251712145996
7156,El Carmen De Bolivar,CO,9.72,-75.12,169.3498382568359,79.53,94,4.18,44,1538017705,81.47463403171295,555.6097233465575
7157,Petropolis,BR,-22.5,-43.18,841.4764404296875,78.8,78,13.87,20,1538013600,88.46262347686768,2760.749564819336
7158,Pio Ix,BR,-6.83,-40.61,500.1528930664062,72.78,43,6.42,32,1538017705,78.52322566190796,1640.9216176879881
7159,Rentina,GR,40.66,23.61,48.63098907470703,55.4,30,10.29,20,1538014800,55.95842672968551,159.5504941958618
7160,Jonesboro,US,35.84,-90.7,99.45396423339844,66.02,72,9.78,20,1538015700,67.16202390405425,326.2925440155029
7161,Burriana,ES,39.89,-0.08,11.69198703765869,68,82,4.7,20,1538015400,68.13425838563421,38.35953875263213
7162,State College,US,40.79,-77.86,352.7612609863281,62.06,76,4.7,40,1538016900,66.11073639423034,1157.3532554943847
7163,South Venice,US,27.05,-82.42,2.961509704589844,78.08,88,4.7,40,1538015700,78.11400683824722,9.716239499206544
7164,Lityn,UA,49.32,28.09,268,42.54,64,13.24,80,1538017706,45.61742792,879.26512
7165,Aborlan,PH,9.44,118.55,10.14970111846924,86,70,4.7,20,1538013600,86.11654840896132,33.29954541751862
7166,Guajara,BR,-0.88,-48.16,0.2661894261837006,77,83,9.17,0,1538017200,77.0030566372095,0.8733249170005323
7167,Rizhao,CN,35.43,119.46,16.44266700744629,72.96,75,8.43,20,1538017652,73.14881015868647,53.945759624710085
7168,Velika Gorica,HR,45.72,16.07,106.3650588989258,37.4,86,2.24,0,1538017200,38.62138358943283,348.9667398379517
7169,Alto Piquiri,BR,-24.02,-53.44,417.6604309082031,75.48,65,9.89,88,1538017708,80.27596966849305,1370.277048140869
7170,Itamarandiba,BR,-17.86,-42.86,924.1947631835938,67.92,68,6.2,0,1538017708,78.53247301395142,3032.1351468432617
7171,La Macarena,CO,2.18,-73.79,229.1517181396484,75.12,87,0.83,64,1538017708,77.7513354302945,751.8101229412841
7172,Malibu,US,33.61,-84.48,308.9866943359375,73.04,91,2.62,40,1538015700,76.58807567185792,1013.7359062451172
7173,Chadiza,ZM,-14.06,32.43,1054.71826171875,67.83,74,11.01,24,1538017709,79.94126651622071,3460.3618617773436
7174,Korampallam,IN,8.77,78.1,7.261333465576172,81.69,81,3.96,24,1538017709,81.7733814565052,23.823273287200927
7175,Tvoroyri,FO,61.56,-6.81,135.9349975585938,42.8,93,18.34,92,1538016600,44.36093342086548,445.9809773901369
7176,Glens Falls,US,43.31,-73.64,102.9697723388672,62.96,72,5.82,1,1538016960,64.14239571758087,337.8273478802491
7177,Rani,IN,25.35,73.31,281.3866577148438,81.87,44,6.76,0,1538017710,85.1011461073401,923.1846020971682
7178,Nguru,NG,12.88,10.45,348.8595581054688,70.26,82,4.63,0,1538017710,74.26593337415161,1144.5523926147462
7179,Boa Esperanca,BR,-1.91,-60,197.7594146728516,80.07,80,2.62,20,1538017710,82.34085949312347,648.8169980352784
7180,Yola,NG,9.26,12.45,196.5440216064453,67.2,100,2.51,20,1538017711,69.45690320746552,644.82948784729
7181,Nicosia,CY,35.17,33.37,138.8842315673828,69.8,68,4.7,0,1538015400,71.39479929803436,455.65694229553225
7182,Banska Bystrica,SK,48.74,19.15,371.1789245605469,35.6,93,1.12,0,1538015400,39.862225319993286,1217.7786628552246
7183,Aberfoyle,GB,56.18,-4.38,39.90169143676758,59,82,17.22,64,1538016600,59.45818872866692,130.91106533340454
7184,Dyersburg,US,36.03,-89.39,86.06108856201172,66.92,65,8.05,90,1538016960,67.90823431629227,282.3526617977905
7185,Maungaturoto,NZ,-36.11,174.36,46.76266479492188,59.01,88,13.8,48,1538017712,59.5469728740802,153.4208211657715
7186,Oxelosund,SE,58.67,17.1,11.3004093170166,51.8,76,12.75,0,1538016600,51.92976192216274,37.07483490364074
7187,Urcos,PE,-13.69,-71.62,3186.691650390625,48.2,66,2.24,40,1538015400,84.79258901993653,10455.025434267578
7188,Sakata,JP,38.92,139.93,8.170963287353516,59,82,16.11,75,1538014860,59.09382668117088,26.807623191680907
7189,Simpang,ID,4.36,96.17,21.69278526306152,82.23,100,3.29,0,1538017713,82.47909695160862,71.17055760246275
7190,Gerash,IR,27.67,54.14,945.7559814453125,71.6,64,2.73,0,1538013600,82.46005918957763,3102.874054165039
